,accepted_species,Assigned_group,number_of_species_in_group
498,Rubia tinctorum,NCS,32
498,Rubia tinctorum,PAK,61
498,Rubia tinctorum,PAL,28
498,Rubia tinctorum,RUS,26
498,Rubia tinctorum,SIC,23
498,Rubia tinctorum,TCS,37
498,Rubia tinctorum,TKM,17
498,Rubia tinctorum,TUE,26
498,Rubia tinctorum,TUR,47
498,Rubia tinctorum,TZK,26
498,Rubia tinctorum,UKR,39
498,Rubia tinctorum,UZB,24
498,Rubia tinctorum,VIE,201
498,Rubia tinctorum,WHM,82
498,Rubia tinctorum,YUG,53
499,Marsdenia roylei,ASS,118
499,Marsdenia roylei,BAN,125
499,Marsdenia roylei,EHM,114
499,Marsdenia roylei,IND,142
499,Marsdenia roylei,MYA,174
499,Marsdenia roylei,NEP,108
499,Marsdenia roylei,PAK,61
499,Marsdenia roylei,WHM,82
500,Marsdenia tomentosa,JAP,66
500,Marsdenia tomentosa,KOR,45
500,Marsdenia tomentosa,NNS,47
500,Marsdenia tomentosa,TAI,89
501,Marsdenia koi,CHC,226
501,Marsdenia koi,CHS,179
501,Marsdenia koi,CHT,73
501,Marsdenia koi,MYA,174
501,Marsdenia koi,VIE,201
502,Asclepias eriocarpa,CAL,24
502,Asclepias eriocarpa,MXN,37
503,Strychnos chrysophylla,CMN,125
503,Strychnos chrysophylla,CON,102
503,Strychnos chrysophylla,GAB,99
503,Strychnos chrysophylla,NGA,116
504,Strychnos minor,BAN,125
504,Strychnos minor,BIS,22
504,Strychnos minor,BOR,100
504,Strychnos minor,CBD,139
504,Strychnos minor,IND,142
504,Strychnos minor,LSI,50
504,Strychnos minor,MLY,152
504,Strychnos minor,MOL,49
504,Strychnos minor,MYA,174
504,Strychnos minor,NCB,44
504,Strychnos minor,NWG,69
504,Strychnos minor,PHI,93
504,Strychnos minor,QLD,56
504,Strychnos minor,SCZ,5
504,Strychnos minor,SOL,30
504,Strychnos minor,SRL,92
504,Strychnos minor,SUL,63
504,Strychnos minor,SUM,99
504,Strychnos minor,THA,205
504,Strychnos minor,VIE,201
505,Uncaria sessilifructus,ASS,118
505,Uncaria sessilifructus,BAN,125
505,Uncaria sessilifructus,CHC,226
505,Uncaria sessilifructus,CHS,179
505,Uncaria sessilifructus,EHM,114
505,Uncaria sessilifructus,IND,142
505,Uncaria sessilifructus,LAO,120
505,Uncaria sessilifructus,MYA,174
505,Uncaria sessilifructus,NEP,108
505,Uncaria sessilifructus,VIE,201
506,Strychnos solimoesana,BOL,122
506,Strychnos solimoesana,BZE,101
506,Strychnos solimoesana,BZN,145
506,Strychnos solimoesana,CLM,138
506,Strychnos solimoesana,ECU,90
506,Strychnos solimoesana,PER,121
507,Strychnos staudtii,CMN,125
507,Strychnos staudtii,GAB,99
508,Strychnos longicaudata,CAF,95
508,Strychnos longicaudata,CMN,125
508,Strychnos longicaudata,CON,102
508,Strychnos longicaudata,GAB,99
508,Strychnos longicaudata,IVO,93
508,Strychnos longicaudata,LBR,77
508,Strychnos longicaudata,NGA,116
508,Strychnos longicaudata,ZAI,136
509,Strychnos floribunda,ANG,77
509,Strychnos floribunda,BEN,73
509,Strychnos floribunda,CAF,95
509,Strychnos floribunda,CMN,125
509,Strychnos floribunda,CON,102
509,Strychnos floribunda,GAB,99
509,Strychnos floribunda,GHA,85
509,Strychnos floribunda,GUI,89
509,Strychnos floribunda,IVO,93
509,Strychnos floribunda,LBR,77
509,Strychnos floribunda,NGA,116
509,Strychnos floribunda,SIE,73
509,Strychnos floribunda,TOG,51
509,Strychnos floribunda,ZAI,136
510,Strychnos soubrensis,BEN,73
510,Strychnos soubrensis,GUI,89
510,Strychnos soubrensis,IVO,93
510,Strychnos soubrensis,LBR,77
510,Strychnos soubrensis,TOG,51
511,Strychnos madagascariensis,ANG,77
511,Strychnos madagascariensis,BOT,24
511,Strychnos madagascariensis,CPV,15
511,Strychnos madagascariensis,KEN,85
511,Strychnos madagascariensis,MDG,65
511,Strychnos madagascariensis,MLW,70
511,Strychnos madagascariensis,MOZ,82
511,Strychnos madagascariensis,NAT,45
511,Strychnos madagascariensis,SOM,34
511,Strychnos madagascariensis,SWZ,34
511,Strychnos madagascariensis,TAN,109
511,Strychnos madagascariensis,TVL,47
511,Strychnos madagascariensis,ZAM,68
511,Strychnos madagascariensis,ZIM,63
512,Uncaria canescens,MLY,152
512,Uncaria canescens,SUM,99
512,Uncaria canescens,THA,205
513,Uncaria homomalla,ASS,118
513,Uncaria homomalla,BAN,125
513,Uncaria homomalla,CBD,139
513,Uncaria homomalla,CHC,226
513,Uncaria homomalla,CHS,179
513,Uncaria homomalla,LAO,120
513,Uncaria homomalla,MLY,152
513,Uncaria homomalla,MYA,174
513,Uncaria homomalla,SUM,99
513,Uncaria homomalla,THA,205
513,Uncaria homomalla,VIE,201
514,Uncaria sterrophylla,NWG,69
515,Strychnos afzelii,BEN,73
515,Strychnos afzelii,GHA,85
515,Strychnos afzelii,GNB,48
515,Strychnos afzelii,GUI,89
515,Strychnos afzelii,IVO,93
515,Strychnos afzelii,LBR,77
515,Strychnos afzelii,NGA,116
515,Strychnos afzelii,SEN,55
515,Strychnos afzelii,SIE,73
515,Strychnos afzelii,TOG,51
516,Strychnos tchibangensis,CMN,125
516,Strychnos tchibangensis,GAB,99
516,Strychnos tchibangensis,ZAI,136
517,Strychnos rondeletioides,BOL,122
517,Strychnos rondeletioides,BZC,97
517,Strychnos rondeletioides,BZN,145
517,Strychnos rondeletioides,CLM,138
517,Strychnos rondeletioides,ECU,90
517,Strychnos rondeletioides,FRG,85
517,Strychnos rondeletioides,PER,121
517,Strychnos rondeletioides,VEN,116
518,Strychnos mellodora,MOZ,82
518,Strychnos mellodora,TAN,109
518,Strychnos mellodora,ZIM,63
519,Strychnos melinoniana,BZN,145
519,Strychnos melinoniana,FRG,85
519,Strychnos melinoniana,GUY,84
519,Strychnos melinoniana,SUR,77
520,Strychnos camptoneura,CAF,95
520,Strychnos camptoneura,CMN,125
520,Strychnos camptoneura,CON,102
520,Strychnos camptoneura,GAB,99
520,Strychnos camptoneura,GUI,89
520,Strychnos camptoneura,IVO,93
520,Strychnos camptoneura,LBR,77
520,Strychnos camptoneura,NGA,116
520,Strychnos camptoneura,ZAI,136
521,Strychnos ledermannii,NWG,69
522,Strychnos pseudoquina,BOL,122
522,Strychnos pseudoquina,BZC,97
522,Strychnos pseudoquina,BZE,101
522,Strychnos pseudoquina,BZL,109
522,Strychnos pseudoquina,BZN,145
522,Strychnos pseudoquina,PAR,51
523,Strychnos moandaensis,CAF,95
523,Strychnos moandaensis,CON,102
523,Strychnos moandaensis,ZAI,136
524,Strychnos jobertiana,BZC,97
524,Strychnos jobertiana,BZN,145
524,Strychnos jobertiana,CLM,138
524,Strychnos jobertiana,ECU,90
524,Strychnos jobertiana,FRG,85
524,Strychnos jobertiana,PER,121
524,Strychnos jobertiana,VEN,116
525,Uncaria lancifolia,CHC,226
525,Uncaria lancifolia,VIE,201
526,Strychnos toxifera,BOL,122
526,Strychnos toxifera,BZN,145
526,Strychnos toxifera,CLM,138
526,Strychnos toxifera,COS,84
526,Strychnos toxifera,ECU,90
526,Strychnos toxifera,FRG,85
526,Strychnos toxifera,GUY,84
526,Strychnos toxifera,PAN,89
526,Strychnos toxifera,SUR,77
526,Strychnos toxifera,VEN,116
527,Strychnos parvifolia,BOL,122
527,Strychnos parvifolia,BZC,97
527,Strychnos parvifolia,BZE,101
527,Strychnos parvifolia,BZL,109
527,Strychnos parvifolia,BZN,145
527,Strychnos parvifolia,PAR,51
528,Asclepias tuberosa,ALA,18
528,Asclepias tuberosa,ARI,22
528,Asclepias tuberosa,ARK,14
528,Asclepias tuberosa,CAL,24
528,Asclepias tuberosa,CNT,10
528,Asclepias tuberosa,COL,21
528,Asclepias tuberosa,DEL,9
528,Asclepias tuberosa,FLA,25
528,Asclepias tuberosa,GEO,16
528,Asclepias tuberosa,ILL,17
528,Asclepias tuberosa,INI,13
528,Asclepias tuberosa,IOW,10
528,Asclepias tuberosa,KAN,10
528,Asclepias tuberosa,KTY,14
528,Asclepias tuberosa,LOU,16
528,Asclepias tuberosa,MAI,12
528,Asclepias tuberosa,MAS,11
528,Asclepias tuberosa,MIC,14
528,Asclepias tuberosa,MIN,13
528,Asclepias tuberosa,MRY,12
528,Asclepias tuberosa,MSI,10
528,Asclepias tuberosa,MSO,13
528,Asclepias tuberosa,MXE,55
528,Asclepias tuberosa,MXN,37
528,Asclepias tuberosa,NCA,16
528,Asclepias tuberosa,NEB,12
528,Asclepias tuberosa,NWH,12
528,Asclepias tuberosa,NWJ,11
528,Asclepias tuberosa,NWM,24
528,Asclepias tuberosa,NWY,14
528,Asclepias tuberosa,OHI,12
528,Asclepias tuberosa,OKL,13
528,Asclepias tuberosa,ONT,20
528,Asclepias tuberosa,PEN,13
528,Asclepias tuberosa,QUE,17
528,Asclepias tuberosa,RHO,10
528,Asclepias tuberosa,SCA,15
528,Asclepias tuberosa,SDA,13
528,Asclepias tuberosa,TEN,14
528,Asclepias tuberosa,TEX,27
528,Asclepias tuberosa,UTA,21
528,Asclepias tuberosa,VER,13
528,Asclepias tuberosa,VRG,15
528,Asclepias tuberosa,WDC,5
528,Asclepias tuberosa,WIS,14
528,Asclepias tuberosa,WVA,9
529,Asclepias albicans,ARI,22
529,Asclepias albicans,CAL,24
529,Asclepias albicans,MXN,37
530,Strychnos urceolata,CAF,95
530,Strychnos urceolata,CMN,125
530,Strychnos urceolata,CON,102
530,Strychnos urceolata,GAB,99
530,Strychnos urceolata,NGA,116
530,Strychnos urceolata,UGA,76
530,Strychnos urceolata,ZAI,136
531,Strychnos vanprukii,ASS,118
531,Strychnos vanprukii,BOR,100
531,Strychnos vanprukii,LAO,120
531,Strychnos vanprukii,MLY,152
531,Strychnos vanprukii,THA,205
531,Strychnos vanprukii,VIE,201
532,Strychnos nux-blanda,ASS,118
532,Strychnos nux-blanda,CBD,139
532,Strychnos nux-blanda,LAO,120
532,Strychnos nux-blanda,MYA,174
532,Strychnos nux-blanda,THA,205
532,Strychnos nux-blanda,VIE,201
533,Strychnos medeola,BZN,145
533,Strychnos medeola,FRG,85
533,Strychnos medeola,SUR,77
534,Asclepias speciosa,ABT,10
534,Asclepias speciosa,ARI,22
534,Asclepias speciosa,BRC,12
534,Asclepias speciosa,CAL,24
534,Asclepias speciosa,COL,21
534,Asclepias speciosa,IDA,15
534,Asclepias speciosa,ILL,17
534,Asclepias speciosa,IOW,10
534,Asclepias speciosa,KAN,10
534,Asclepias speciosa,MAN,13
534,Asclepias speciosa,MIC,14
534,Asclepias speciosa,MIN,13
534,Asclepias speciosa,MNT,16
534,Asclepias speciosa,NDA,9
534,Asclepias speciosa,NEB,12
534,Asclepias speciosa,NEV,20
534,Asclepias speciosa,NWM,24
534,Asclepias speciosa,OKL,13
534,Asclepias speciosa,ORE,13
534,Asclepias speciosa,SAS,9
534,Asclepias speciosa,SDA,13
534,Asclepias speciosa,TEX,27
534,Asclepias speciosa,UTA,21
534,Asclepias speciosa,WAS,10
534,Asclepias speciosa,WIS,14
534,Asclepias speciosa,WYO,15
535,Strychnos tricalysioides,CMN,125
535,Strychnos tricalysioides,GAB,99
535,Strychnos tricalysioides,GGI,33
535,Strychnos tricalysioides,NGA,116
536,Strychnos angustiflora,CBD,139
536,Strychnos angustiflora,CHC,226
536,Strychnos angustiflora,CHH,84
536,Strychnos angustiflora,CHS,179
536,Strychnos angustiflora,PHI,93
536,Strychnos angustiflora,THA,205
536,Strychnos angustiflora,VIE,201
537,Strychnos erichsonii,BOL,122
537,Strychnos erichsonii,BZC,97
537,Strychnos erichsonii,BZE,101
537,Strychnos erichsonii,BZN,145
537,Strychnos erichsonii,CLM,138
537,Strychnos erichsonii,ECU,90
537,Strychnos erichsonii,FRG,85
537,Strychnos erichsonii,GUY,84
537,Strychnos erichsonii,PAN,89
537,Strychnos erichsonii,PER,121
537,Strychnos erichsonii,SUR,77
537,Strychnos erichsonii,VEN,116
538,Strychnos dinklagei,GUI,89
538,Strychnos dinklagei,IVO,93
538,Strychnos dinklagei,LBR,77
539,Strychnos angolensis,ANG,77
539,Strychnos angolensis,BUR,41
539,Strychnos angolensis,CAF,95
539,Strychnos angolensis,CMN,125
539,Strychnos angolensis,CON,102
539,Strychnos angolensis,GAB,99
539,Strychnos angolensis,MOZ,82
539,Strychnos angolensis,NGA,116
539,Strychnos angolensis,TAN,109
539,Strychnos angolensis,ZAI,136
539,Strychnos angolensis,ZAM,68
539,Strychnos angolensis,ZIM,63
540,Strychnos nitida,ASS,118
540,Strychnos nitida,BAN,125
540,Strychnos nitida,CHC,226
540,Strychnos nitida,CHS,179
540,Strychnos nitida,LAO,120
540,Strychnos nitida,MYA,174
540,Strychnos nitida,THA,205
540,Strychnos nitida,VIE,201
541,Strychnos nux-vomica,BAN,125
541,Strychnos nux-vomica,CBD,139
541,Strychnos nux-vomica,IND,142
541,Strychnos nux-vomica,LAO,120
541,Strychnos nux-vomica,MLY,152
541,Strychnos nux-vomica,MYA,174
541,Strychnos nux-vomica,SRL,92
541,Strychnos nux-vomica,THA,205
541,Strychnos nux-vomica,VIE,201
542,Uncaria attenuata,AND,62
542,Uncaria attenuata,BOR,100
542,Uncaria attenuata,JAW,102
542,Uncaria attenuata,MLY,152
542,Uncaria attenuata,PHI,93
542,Uncaria attenuata,SUL,63
542,Uncaria attenuata,SUM,99
542,Uncaria attenuata,THA,205
543,Strychnos wallichiana,AND,62
543,Strychnos wallichiana,ASS,118
543,Strychnos wallichiana,BAN,125
543,Strychnos wallichiana,CHC,226
543,Strychnos wallichiana,MYA,174
543,Strychnos wallichiana,NCB,44
543,Strychnos wallichiana,SRL,92
543,Strychnos wallichiana,VIE,201
544,Strychnos usambarensis,BEN,73
544,Strychnos usambarensis,BKN,46
544,Strychnos usambarensis,BUR,41
544,Strychnos usambarensis,CON,102
544,Strychnos usambarensis,GHA,85
544,Strychnos usambarensis,GUI,89
544,Strychnos usambarensis,IVO,93
544,Strychnos usambarensis,KEN,85
544,Strychnos usambarensis,LBR,77
544,Strychnos usambarensis,MDG,65
544,Strychnos usambarensis,MOZ,82
544,Strychnos usambarensis,NAT,45
544,Strychnos usambarensis,NGA,116
544,Strychnos usambarensis,RWA,34
544,Strychnos usambarensis,SIE,73
544,Strychnos usambarensis,SWZ,34
544,Strychnos usambarensis,TAN,109
544,Strychnos usambarensis,TVL,47
544,Strychnos usambarensis,UGA,76
544,Strychnos usambarensis,ZAI,136
544,Strychnos usambarensis,ZAM,68
544,Strychnos usambarensis,ZIM,63
545,Strychnos mitscherlichii,BOL,122
545,Strychnos mitscherlichii,BZE,101
545,Strychnos mitscherlichii,BZN,145
545,Strychnos mitscherlichii,CLM,138
545,Strychnos mitscherlichii,COS,84
545,Strychnos mitscherlichii,ECU,90
545,Strychnos mitscherlichii,FRG,85
545,Strychnos mitscherlichii,GUY,84
545,Strychnos mitscherlichii,PER,121
545,Strychnos mitscherlichii,SUR,77
545,Strychnos mitscherlichii,VEN,116
546,Asclepias vestita,CAL,24
547,Strychnos xantha,MOZ,82
547,Strychnos xantha,TAN,109
547,Strychnos xantha,ZAI,136
547,Strychnos xantha,ZAM,68
548,Strychnos divaricans,BZE,101
548,Strychnos divaricans,BZN,145
548,Strychnos divaricans,FRG,85
548,Strychnos divaricans,SUR,77
549,Strychnos panamensis,BLZ,53
549,Strychnos panamensis,CLM,138
549,Strychnos panamensis,COS,84
549,Strychnos panamensis,ELS,42
549,Strychnos panamensis,GUA,67
549,Strychnos panamensis,HON,63
549,Strychnos panamensis,MXG,61
549,Strychnos panamensis,MXN,37
549,Strychnos panamensis,MXS,67
549,Strychnos panamensis,MXT,72
549,Strychnos panamensis,NIC,70
549,Strychnos panamensis,PAN,89
549,Strychnos panamensis,VEN,116
550,Strychnos subcordata,BZN,145
550,Strychnos subcordata,CLM,138
550,Strychnos subcordata,PER,121
551,Strychnos malacoclados,CMN,125
551,Strychnos malacoclados,GAB,99
551,Strychnos malacoclados,GHA,85
551,Strychnos malacoclados,GUI,89
551,Strychnos malacoclados,IVO,93
551,Strychnos malacoclados,LBR,77
551,Strychnos malacoclados,NGA,116
552,Asclepias incarnata,ALA,18
552,Asclepias incarnata,ARK,14
552,Asclepias incarnata,CNT,10
552,Asclepias incarnata,COL,21
552,Asclepias incarnata,DEL,9
552,Asclepias incarnata,FLA,25
552,Asclepias incarnata,GEO,16
552,Asclepias incarnata,IDA,15
552,Asclepias incarnata,ILL,17
552,Asclepias incarnata,INI,13
552,Asclepias incarnata,IOW,10
552,Asclepias incarnata,KAN,10
552,Asclepias incarnata,KTY,14
552,Asclepias incarnata,LOU,16
552,Asclepias incarnata,MAI,12
552,Asclepias incarnata,MAN,13
552,Asclepias incarnata,MAS,11
552,Asclepias incarnata,MIC,14
552,Asclepias incarnata,MIN,13
552,Asclepias incarnata,MNT,16
552,Asclepias incarnata,MRY,12
552,Asclepias incarnata,MSO,13
552,Asclepias incarnata,MXE,55
552,Asclepias incarnata,NBR,9
552,Asclepias incarnata,NCA,16
552,Asclepias incarnata,NDA,9
552,Asclepias incarnata,NEB,12
552,Asclepias incarnata,NEV,20
552,Asclepias incarnata,NSC,8
552,Asclepias incarnata,NWH,12
552,Asclepias incarnata,NWJ,11
552,Asclepias incarnata,NWM,24
552,Asclepias incarnata,NWY,14
552,Asclepias incarnata,OHI,12
552,Asclepias incarnata,OKL,13
552,Asclepias incarnata,ONT,20
552,Asclepias incarnata,PEI,5
552,Asclepias incarnata,PEN,13
552,Asclepias incarnata,QUE,17
552,Asclepias incarnata,RHO,10
552,Asclepias incarnata,SCA,15
552,Asclepias incarnata,SDA,13
552,Asclepias incarnata,TEN,14
552,Asclepias incarnata,TEX,27
552,Asclepias incarnata,UTA,21
552,Asclepias incarnata,VER,13
552,Asclepias incarnata,VRG,15
552,Asclepias incarnata,WDC,5
552,Asclepias incarnata,WIS,14
552,Asclepias incarnata,WVA,9
552,Asclepias incarnata,WYO,15
553,Uncaria bernaysii,BIS,22
553,Uncaria bernaysii,NWG,69
553,Uncaria bernaysii,SOL,30
554,Uncaria laevigata,ASS,118
554,Uncaria laevigata,BAN,125
554,Uncaria laevigata,CHC,226
554,Uncaria laevigata,CHS,179
554,Uncaria laevigata,LAO,120
554,Uncaria laevigata,MYA,174
554,Uncaria laevigata,THA,205
554,Uncaria laevigata,VIE,201
555,Uncaria orientalis,BIS,22
555,Uncaria orientalis,MOL,49
555,Uncaria orientalis,NWG,69
555,Uncaria orientalis,SOL,30
555,Uncaria orientalis,VAN,22
556,Strychnos mitis,ANG,77
556,Strychnos mitis,COM,20
556,Strychnos mitis,CPP,33
556,Strychnos mitis,ETH,47
556,Strychnos mitis,KEN,85
556,Strychnos mitis,MDG,65
556,Strychnos mitis,MLW,70
556,Strychnos mitis,MOZ,82
556,Strychnos mitis,NAT,45
556,Strychnos mitis,SIE,73
556,Strychnos mitis,SUD,72
556,Strychnos mitis,SWZ,34
556,Strychnos mitis,TAN,109
556,Strychnos mitis,TVL,47
556,Strychnos mitis,UGA,76
556,Strychnos mitis,ZAI,136
556,Strychnos mitis,ZIM,63
557,Alafia barteri,BEN,73
557,Alafia barteri,CMN,125
557,Alafia barteri,EQG,31
557,Alafia barteri,GAB,99
557,Alafia barteri,GHA,85
557,Alafia barteri,GUI,89
557,Alafia barteri,IVO,93
557,Alafia barteri,LBR,77
557,Alafia barteri,NGA,116
557,Alafia barteri,SIE,73
558,Strychnos cathayensis,CHC,226
558,Strychnos cathayensis,CHH,84
558,Strychnos cathayensis,CHS,179
558,Strychnos cathayensis,TAI,89
558,Strychnos cathayensis,THA,205
558,Strychnos cathayensis,VIE,201
559,Strychnos rubiginosa,BOL,122
559,Strychnos rubiginosa,BZC,97
559,Strychnos rubiginosa,BZE,101
559,Strychnos rubiginosa,BZL,109
559,Strychnos rubiginosa,BZS,55
560,Asclepias humistrata,ALA,18
560,Asclepias humistrata,FLA,25
560,Asclepias humistrata,GEO,16
560,Asclepias humistrata,LOU,16
560,Asclepias humistrata,MSI,10
560,Asclepias humistrata,NCA,16
560,Asclepias humistrata,SCA,15
561,Strychnos diaboli,BZN,145
561,Strychnos diaboli,GUY,84
561,Strychnos diaboli,VEN,116
562,Strychnos potatorum,BOT,24
562,Strychnos potatorum,BUR,41
562,Strychnos potatorum,CPV,15
562,Strychnos potatorum,IND,142
562,Strychnos potatorum,MDG,65
562,Strychnos potatorum,MLW,70
562,Strychnos potatorum,MOZ,82
562,Strychnos potatorum,MYA,174
562,Strychnos potatorum,RWA,34
562,Strychnos potatorum,SRL,92
562,Strychnos potatorum,TAN,109
562,Strychnos potatorum,TVL,47
562,Strychnos potatorum,ZAI,136
562,Strychnos potatorum,ZAM,68
562,Strychnos potatorum,ZIM,63
563,Asclepias glaucescens,COS,84
563,Asclepias glaucescens,ELS,42
563,Asclepias glaucescens,GUA,67
563,Asclepias glaucescens,MXC,44
563,Asclepias glaucescens,MXE,55
563,Asclepias glaucescens,MXG,61
563,Asclepias glaucescens,MXN,37
563,Asclepias glaucescens,MXS,67
563,Asclepias glaucescens,MXT,72
563,Asclepias glaucescens,NIC,70
563,Asclepias glaucescens,NWM,24
563,Asclepias glaucescens,TEX,27
564,Strychnos cocculoides,ANG,77
564,Strychnos cocculoides,BOT,24
564,Strychnos cocculoides,BUR,41
564,Strychnos cocculoides,CON,102
564,Strychnos cocculoides,CPV,15
564,Strychnos cocculoides,GAB,99
564,Strychnos cocculoides,KEN,85
564,Strychnos cocculoides,MLW,70
564,Strychnos cocculoides,MOZ,82
564,Strychnos cocculoides,NAM,20
564,Strychnos cocculoides,TAN,109
564,Strychnos cocculoides,TVL,47
564,Strychnos cocculoides,ZAI,136
564,Strychnos cocculoides,ZAM,68
564,Strychnos cocculoides,ZIM,63
565,Strychnos aculeata,ANG,77
565,Strychnos aculeata,CAF,95
565,Strychnos aculeata,CMN,125
565,Strychnos aculeata,CON,102
565,Strychnos aculeata,GAB,99
565,Strychnos aculeata,GGI,33
565,Strychnos aculeata,GHA,85
565,Strychnos aculeata,GUI,89
565,Strychnos aculeata,IVO,93
565,Strychnos aculeata,LBR,77
565,Strychnos aculeata,NGA,116
565,Strychnos aculeata,SIE,73
565,Strychnos aculeata,UGA,76
565,Strychnos aculeata,ZAI,136
566,Strychnos panganensis,KEN,85
566,Strychnos panganensis,MDG,65
566,Strychnos panganensis,MOZ,82
566,Strychnos panganensis,TAN,109
567,Strychnos mattogrossensis,BOL,122
567,Strychnos mattogrossensis,BZC,97
567,Strychnos mattogrossensis,BZE,101
567,Strychnos mattogrossensis,BZN,145
567,Strychnos mattogrossensis,CLM,138
567,Strychnos mattogrossensis,ECU,90
567,Strychnos mattogrossensis,PER,121
567,Strychnos mattogrossensis,VEN,116
568,Asclepias eastwoodiana,NEV,20
569,Strychnos boonei,CAF,95
569,Strychnos boonei,CMN,125
569,Strychnos boonei,CON,102
569,Strychnos boonei,GAB,99
569,Strychnos boonei,NGA,116
569,Strychnos boonei,UGA,76
569,Strychnos boonei,ZAI,136
570,Strychnos gossweileri,CAB,37
570,Strychnos gossweileri,CMN,125
570,Strychnos gossweileri,CON,102
570,Strychnos gossweileri,ZAI,136
570,Strychnos gossweileri,ZAM,68
571,Strychnos ngouniensis,CMN,125
571,Strychnos ngouniensis,CON,102
571,Strychnos ngouniensis,GAB,99
571,Strychnos ngouniensis,GUI,89
571,Strychnos ngouniensis,IVO,93
571,Strychnos ngouniensis,LBR,77
571,Strychnos ngouniensis,NGA,116
571,Strychnos ngouniensis,SIE,73
571,Strychnos ngouniensis,ZAI,136
572,Bousigonia mekongensis,CHC,226
572,Bousigonia mekongensis,LAO,120
572,Bousigonia mekongensis,VIE,201
573,Strychnos hirsuta,BZN,145
573,Strychnos hirsuta,FRG,85
573,Strychnos hirsuta,GUY,84
574,Strychnos mimfiensis,CMN,125
574,Strychnos mimfiensis,GAB,99
575,Uncaria macrophylla,ASS,118
575,Uncaria macrophylla,BAN,125
575,Uncaria macrophylla,CBD,139
575,Uncaria macrophylla,CHC,226
575,Uncaria macrophylla,CHH,84
575,Uncaria macrophylla,CHS,179
575,Uncaria macrophylla,EHM,114
575,Uncaria macrophylla,LAO,120
575,Uncaria macrophylla,MYA,174
575,Uncaria macrophylla,THA,205
575,Uncaria macrophylla,VIE,201
576,Asclepias subulata,ARI,22
576,Asclepias subulata,CAL,24
576,Asclepias subulata,MXN,37
576,Asclepias subulata,NEV,20
577,Strychnos dale,ANG,77
577,Strychnos dale,CMN,125
577,Strychnos dale,CON,102
577,Strychnos dale,GAB,99
577,Strychnos dale,ZAI,136
578,Strychnos atlantica,BZE,101
578,Strychnos atlantica,BZL,109
579,Uncaria elliptica,BOR,100
579,Uncaria elliptica,CBD,139
579,Uncaria elliptica,JAW,102
579,Uncaria elliptica,MLY,152
579,Uncaria elliptica,MYA,174
579,Uncaria elliptica,SRL,92
579,Uncaria elliptica,SUM,99
579,Uncaria elliptica,THA,205
580,Asclepias ruthiae,ARI,22
580,Asclepias ruthiae,UTA,21
581,Strychnos congolana,BEN,73
581,Strychnos congolana,BKN,46
581,Strychnos congolana,CAF,95
581,Strychnos congolana,CMN,125
581,Strychnos congolana,GAB,99
581,Strychnos congolana,GNB,48
581,Strychnos congolana,GUI,89
581,Strychnos congolana,IVO,93
581,Strychnos congolana,LBR,77
581,Strychnos congolana,NGA,116
581,Strychnos congolana,SEN,55
581,Strychnos congolana,UGA,76
581,Strychnos congolana,ZAI,136
582,Strychnos icaja,BEN,73
582,Strychnos icaja,CAF,95
582,Strychnos icaja,CMN,125
582,Strychnos icaja,CON,102
582,Strychnos icaja,EQG,31
582,Strychnos icaja,GAB,99
582,Strychnos icaja,GHA,85
582,Strychnos icaja,GUI,89
582,Strychnos icaja,IVO,93
582,Strychnos icaja,LBR,77
582,Strychnos icaja,NGA,116
582,Strychnos icaja,SIE,73
582,Strychnos icaja,ZAI,136
583,Asclepias labriformis,UTA,21
584,Strychnos fendleri,VEN,116
584,Strychnos fendleri,VNA,18
585,Strychnos densiflora,BEN,73
585,Strychnos densiflora,CAF,95
585,Strychnos densiflora,CMN,125
585,Strychnos densiflora,GAB,99
585,Strychnos densiflora,GUI,89
585,Strychnos densiflora,IVO,93
585,Strychnos densiflora,LBR,77
585,Strychnos densiflora,NGA,116
585,Strychnos densiflora,SIE,73
585,Strychnos densiflora,ZAI,136
586,Strychnos barteri,BEN,73
586,Strychnos barteri,CMN,125
586,Strychnos barteri,GAB,99
586,Strychnos barteri,GUI,89
586,Strychnos barteri,IVO,93
586,Strychnos barteri,LBR,77
586,Strychnos barteri,NGA,116
586,Strychnos barteri,SIE,73
586,Strychnos barteri,TOG,51
587,Strychnos myrtoides,MDG,65
587,Strychnos myrtoides,MOZ,82
587,Strychnos myrtoides,TAN,109
588,Strychnos spinosa,ANG,77
588,Strychnos spinosa,BEN,73
588,Strychnos spinosa,BKN,46
588,Strychnos spinosa,BOT,24
588,Strychnos spinosa,BUR,41
588,Strychnos spinosa,CAF,95
588,Strychnos spinosa,CHA,37
588,Strychnos spinosa,CMN,125
588,Strychnos spinosa,COM,20
588,Strychnos spinosa,CON,102
588,Strychnos spinosa,CPP,33
588,Strychnos spinosa,CPV,15
588,Strychnos spinosa,ETH,47
588,Strychnos spinosa,GAM,29
588,Strychnos spinosa,GHA,85
588,Strychnos spinosa,GNB,48
588,Strychnos spinosa,GUI,89
588,Strychnos spinosa,IVO,93
588,Strychnos spinosa,KEN,85
588,Strychnos spinosa,MDG,65
588,Strychnos spinosa,MLI,41
588,Strychnos spinosa,MLW,70
588,Strychnos spinosa,MOZ,82
588,Strychnos spinosa,NAM,20
588,Strychnos spinosa,NAT,45
588,Strychnos spinosa,NGA,116
