,accepted_species,Assigned_group,number_of_species_in_group
349,Funastrum clausum,BLZ,26
349,Funastrum clausum,BOL,41
349,Funastrum clausum,BZC,31
349,Funastrum clausum,BZE,33
349,Funastrum clausum,BZL,34
349,Funastrum clausum,BZN,43
349,Funastrum clausum,BZS,16
349,Funastrum clausum,CAY,10
349,Funastrum clausum,CLM,47
349,Funastrum clausum,COS,35
349,Funastrum clausum,CUB,24
349,Funastrum clausum,DOM,20
349,Funastrum clausum,ECU,34
349,Funastrum clausum,ELS,24
349,Funastrum clausum,FLA,17
349,Funastrum clausum,FRG,29
349,Funastrum clausum,GUA,32
349,Funastrum clausum,GUY,32
349,Funastrum clausum,HAI,20
349,Funastrum clausum,HON,26
349,Funastrum clausum,JAM,14
349,Funastrum clausum,MXC,26
349,Funastrum clausum,MXE,31
349,Funastrum clausum,MXG,31
349,Funastrum clausum,MXN,24
349,Funastrum clausum,MXS,35
349,Funastrum clausum,MXT,34
349,Funastrum clausum,NIC,31
349,Funastrum clausum,PAN,35
349,Funastrum clausum,PAR,23
349,Funastrum clausum,PER,43
349,Funastrum clausum,SUR,26
349,Funastrum clausum,TEX,16
349,Funastrum clausum,TRT,20
349,Funastrum clausum,URU,6
349,Funastrum clausum,VEN,41
349,Funastrum clausum,VNA,11
349,Funastrum clausum,WIN,16
350,Funtumia africana,ANG,28
350,Funtumia africana,BEN,35
350,Funtumia africana,CAB,20
350,Funtumia africana,CAF,37
350,Funtumia africana,CMN,41
350,Funtumia africana,CON,35
350,Funtumia africana,GAB,32
350,Funtumia africana,GAM,20
350,Funtumia africana,GGI,17
350,Funtumia africana,GHA,35
350,Funtumia africana,GNB,26
350,Funtumia africana,GUI,37
350,Funtumia africana,IVO,36
350,Funtumia africana,KEN,31
350,Funtumia africana,LBR,27
350,Funtumia africana,MLW,25
350,Funtumia africana,MOZ,28
350,Funtumia africana,NGA,42
350,Funtumia africana,SEN,26
350,Funtumia africana,SIE,27
350,Funtumia africana,TAN,38
350,Funtumia africana,TOG,26
350,Funtumia africana,UGA,32
350,Funtumia africana,ZAI,47
350,Funtumia africana,ZIM,20
351,Funtumia elastica,BEN,35
351,Funtumia elastica,CAB,20
351,Funtumia elastica,CAF,37
351,Funtumia elastica,CMN,41
351,Funtumia elastica,CON,35
351,Funtumia elastica,EQG,15
351,Funtumia elastica,GAB,32
351,Funtumia elastica,GGI,17
351,Funtumia elastica,GHA,35
351,Funtumia elastica,GUI,37
351,Funtumia elastica,IVO,36
351,Funtumia elastica,LBR,27
351,Funtumia elastica,NGA,42
351,Funtumia elastica,SEN,26
351,Funtumia elastica,SIE,27
351,Funtumia elastica,SUD,30
351,Funtumia elastica,TAN,38
351,Funtumia elastica,UGA,32
351,Funtumia elastica,ZAI,47
355,Galium aparine,AFG,10
355,Galium aparine,ALB,13
355,Galium aparine,ALG,13
355,Galium aparine,ALT,7
355,Galium aparine,AUT,9
355,Galium aparine,AZO,3
355,Galium aparine,BAL,6
355,Galium aparine,BGM,8
355,Galium aparine,BLR,8
355,Galium aparine,BLT,7
355,Galium aparine,BRY,7
355,Galium aparine,BUL,13
355,Galium aparine,CHC,72
355,Galium aparine,CHM,8
355,Galium aparine,CHN,17
355,Galium aparine,CHS,69
355,Galium aparine,CHT,14
355,Galium aparine,CNY,3
355,Galium aparine,COR,10
355,Galium aparine,CTA,4
355,Galium aparine,CYP,5
355,Galium aparine,CZE,9
355,Galium aparine,DEN,6
355,Galium aparine,EAI,10
355,Galium aparine,EHM,46
355,Galium aparine,FIN,7
355,Galium aparine,FRA,13
355,Galium aparine,GER,9
355,Galium aparine,GRB,7
355,Galium aparine,GRC,12
355,Galium aparine,GST,5
355,Galium aparine,HUN,9
355,Galium aparine,IND,78
355,Galium aparine,IRE,5
355,Galium aparine,IRK,5
355,Galium aparine,IRN,14
355,Galium aparine,IRQ,9
355,Galium aparine,ITA,16
355,Galium aparine,KGZ,5
355,Galium aparine,KOR,18
355,Galium aparine,KRA,7
355,Galium aparine,KRI,6
355,Galium aparine,KRY,12
355,Galium aparine,LBS,11
355,Galium aparine,LBY,9
355,Galium aparine,MDR,1
355,Galium aparine,MON,6
355,Galium aparine,MOR,10
355,Galium aparine,NEP,41
355,Galium aparine,NET,8
355,Galium aparine,NOR,7
355,Galium aparine,OMA,12
355,Galium aparine,PAK,24
355,Galium aparine,PAL,13
355,Galium aparine,POL,8
355,Galium aparine,POR,10
355,Galium aparine,ROM,11
355,Galium aparine,RUC,10
355,Galium aparine,RUE,8
355,Galium aparine,RUN,6
355,Galium aparine,RUS,10
355,Galium aparine,RUW,7
355,Galium aparine,SAR,10
355,Galium aparine,SAU,13
355,Galium aparine,SEL,1
355,Galium aparine,SIC,12
355,Galium aparine,SPA,12
355,Galium aparine,SWE,7
355,Galium aparine,SWI,9
355,Galium aparine,TUE,13
355,Galium aparine,TUN,8
355,Galium aparine,TUR,14
355,Galium aparine,TVA,3
355,Galium aparine,TZK,4
355,Galium aparine,UKR,12
355,Galium aparine,UZB,6
355,Galium aparine,VIE,99
355,Galium aparine,WHM,30
355,Galium aparine,WSB,9
355,Galium aparine,YAK,4
355,Galium aparine,YUG,15
365,Galium mollugo,ALB,13
365,Galium mollugo,ALT,7
365,Galium mollugo,AUT,9
365,Galium mollugo,BGM,8
365,Galium mollugo,BLR,8
365,Galium mollugo,BLT,7
365,Galium mollugo,BRY,7
365,Galium mollugo,BUL,13
365,Galium mollugo,COR,10
365,Galium mollugo,CZE,9
365,Galium mollugo,DEN,6
365,Galium mollugo,FIN,7
365,Galium mollugo,FRA,13
365,Galium mollugo,GER,9
365,Galium mollugo,GRB,7
365,Galium mollugo,HUN,9
365,Galium mollugo,IRK,5
365,Galium mollugo,ITA,16
365,Galium mollugo,KRY,12
365,Galium mollugo,LBY,9
365,Galium mollugo,NCS,12
365,Galium mollugo,NET,8
365,Galium mollugo,NOR,7
365,Galium mollugo,POL,8
365,Galium mollugo,POR,10
365,Galium mollugo,ROM,11
365,Galium mollugo,RUC,10
365,Galium mollugo,RUE,8
365,Galium mollugo,RUN,6
365,Galium mollugo,RUS,10
365,Galium mollugo,RUW,7
365,Galium mollugo,SAR,10
365,Galium mollugo,SIC,12
365,Galium mollugo,SPA,12
365,Galium mollugo,SWE,7
365,Galium mollugo,SWI,9
365,Galium mollugo,TCS,11
365,Galium mollugo,UKR,12
365,Galium mollugo,WSB,9
365,Galium mollugo,YUG,15
366,Galium odoratum,ALB,13
366,Galium odoratum,ALG,13
366,Galium odoratum,ALT,7
366,Galium odoratum,AUT,9
366,Galium odoratum,BGM,8
366,Galium odoratum,BLR,8
366,Galium odoratum,BLT,7
366,Galium odoratum,BUL,13
366,Galium odoratum,CHC,72
366,Galium odoratum,CHI,9
366,Galium odoratum,CHM,8
366,Galium odoratum,CHN,17
366,Galium odoratum,CHQ,6
366,Galium odoratum,CHX,6
366,Galium odoratum,COR,10
366,Galium odoratum,CZE,9
366,Galium odoratum,DEN,6
366,Galium odoratum,FIN,7
366,Galium odoratum,FRA,13
366,Galium odoratum,GER,9
366,Galium odoratum,GRB,7
366,Galium odoratum,GRC,12
366,Galium odoratum,HUN,9
366,Galium odoratum,IRE,5
366,Galium odoratum,IRN,14
366,Galium odoratum,ITA,16
366,Galium odoratum,JAP,19
366,Galium odoratum,KOR,18
366,Galium odoratum,KRA,7
366,Galium odoratum,KRY,12
366,Galium odoratum,NCS,12
366,Galium odoratum,NET,8
366,Galium odoratum,NOR,7
366,Galium odoratum,POL,8
366,Galium odoratum,PRM,8
366,Galium odoratum,ROM,11
366,Galium odoratum,RUC,10
366,Galium odoratum,RUE,8
366,Galium odoratum,RUN,6
366,Galium odoratum,RUS,10
366,Galium odoratum,RUW,7
366,Galium odoratum,SAK,2
366,Galium odoratum,SIC,12
366,Galium odoratum,SPA,12
366,Galium odoratum,SWE,7
366,Galium odoratum,SWI,9
366,Galium odoratum,TCS,11
366,Galium odoratum,TUE,13
366,Galium odoratum,TUR,14
366,Galium odoratum,UKR,12
366,Galium odoratum,WSB,9
366,Galium odoratum,YUG,15
367,Galium palustre,ALB,13
367,Galium palustre,ALG,13
367,Galium palustre,ALT,7
367,Galium palustre,AUT,9
367,Galium palustre,AZO,3
367,Galium palustre,BGM,8
367,Galium palustre,BLR,8
367,Galium palustre,BLT,7
367,Galium palustre,BUL,13
367,Galium palustre,CNT,8
367,Galium palustre,COR,10
367,Galium palustre,CZE,9
367,Galium palustre,DEN,6
367,Galium palustre,FIN,7
367,Galium palustre,FOR,1
367,Galium palustre,FRA,13
367,Galium palustre,GER,9
367,Galium palustre,GNL,2
367,Galium palustre,GRB,7
367,Galium palustre,GRC,12
367,Galium palustre,HUN,9
367,Galium palustre,ICE,2
367,Galium palustre,ILL,11
367,Galium palustre,INI,8
367,Galium palustre,IRE,5
367,Galium palustre,IRK,5
367,Galium palustre,ITA,16
367,Galium palustre,KAZ,6
367,Galium palustre,KRA,7
367,Galium palustre,KRI,6
367,Galium palustre,KRY,12
367,Galium palustre,LAB,2
367,Galium palustre,MAI,8
367,Galium palustre,MAS,8
367,Galium palustre,MIC,9
367,Galium palustre,MOR,10
367,Galium palustre,NET,8
367,Galium palustre,NFL,5
367,Galium palustre,NOR,7
367,Galium palustre,NUN,1
367,Galium palustre,NWH,9
367,Galium palustre,NWJ,7
367,Galium palustre,NWY,9
367,Galium palustre,OHI,8
367,Galium palustre,ONT,9
367,Galium palustre,PEI,4
367,Galium palustre,PEN,7
367,Galium palustre,POL,8
367,Galium palustre,POR,10
367,Galium palustre,QUE,9
367,Galium palustre,RHO,8
367,Galium palustre,ROM,11
367,Galium palustre,RUC,10
367,Galium palustre,RUE,8
367,Galium palustre,RUN,6
367,Galium palustre,RUS,10
367,Galium palustre,RUW,7
367,Galium palustre,SAR,10
367,Galium palustre,SIC,12
367,Galium palustre,SPA,12
367,Galium palustre,SWE,7
367,Galium palustre,SWI,9
367,Galium palustre,TEN,8
367,Galium palustre,TKM,6
367,Galium palustre,TUE,13
367,Galium palustre,TUR,14
367,Galium palustre,TVA,3
367,Galium palustre,UKR,12
367,Galium palustre,VER,9
367,Galium palustre,WIS,10
367,Galium palustre,WSB,9
367,Galium palustre,WVA,6
367,Galium palustre,YAK,4
367,Galium palustre,YUG,15
375,Galium triflorum,ABT,4
375,Galium triflorum,ALA,10
375,Galium triflorum,ALU,1
375,Galium triflorum,ARI,11
375,Galium triflorum,ASK,1
375,Galium triflorum,BLR,8
375,Galium triflorum,BLT,7
375,Galium triflorum,BRC,4
375,Galium triflorum,BRY,7
375,Galium triflorum,CAL,11
375,Galium triflorum,CHC,72
375,Galium triflorum,COL,7
375,Galium triflorum,FIN,7
375,Galium triflorum,FLA,17
375,Galium triflorum,GNL,2
375,Galium triflorum,IDA,4
375,Galium triflorum,ILL,11
375,Galium triflorum,IND,78
375,Galium triflorum,IRK,5
375,Galium triflorum,JAP,19
375,Galium triflorum,KAM,2
375,Galium triflorum,KHA,5
375,Galium triflorum,KOR,18
375,Galium triflorum,KRA,7
375,Galium triflorum,KTY,9
375,Galium triflorum,LAB,2
375,Galium triflorum,LOU,9
375,Galium triflorum,MAN,6
375,Galium triflorum,MIC,9
375,Galium triflorum,MIN,9
375,Galium triflorum,MNT,5
375,Galium triflorum,MRY,8
375,Galium triflorum,MSO,9
375,Galium triflorum,MXE,31
375,Galium triflorum,MXG,31
375,Galium triflorum,NEP,41
375,Galium triflorum,NFL,5
375,Galium triflorum,NOR,7
375,Galium triflorum,NSC,6
375,Galium triflorum,NWH,9
375,Galium triflorum,NWJ,7
375,Galium triflorum,NWM,11
375,Galium triflorum,NWY,9
375,Galium triflorum,ONT,9
375,Galium triflorum,ORE,4
375,Galium triflorum,PRM,8
375,Galium triflorum,QUE,9
375,Galium triflorum,RUC,10
375,Galium triflorum,RUE,8
375,Galium triflorum,RUN,6
375,Galium triflorum,RUW,7
375,Galium triflorum,SDA,8
375,Galium triflorum,SWE,7
375,Galium triflorum,SWI,9
375,Galium triflorum,TEN,8
375,Galium triflorum,TEX,16
375,Galium triflorum,VER,9
375,Galium triflorum,WAS,4
375,Galium triflorum,WHM,30
375,Galium triflorum,WIS,10
375,Galium triflorum,WSB,9
375,Galium triflorum,YAK,4
376,Galium verum,ALB,13
376,Galium verum,ALG,13
376,Galium verum,ALT,7
376,Galium verum,AUT,9
376,Galium verum,BGM,8
376,Galium verum,BLR,8
376,Galium verum,BLT,7
376,Galium verum,BRY,7
376,Galium verum,BUL,13
376,Galium verum,CHC,72
376,Galium verum,CHI,9
376,Galium verum,CHM,8
376,Galium verum,CHN,17
376,Galium verum,CHQ,6
376,Galium verum,CHS,69
376,Galium verum,CHT,14
376,Galium verum,CHX,6
376,Galium verum,CTA,4
376,Galium verum,CZE,9
376,Galium verum,DEN,6
376,Galium verum,EAI,10
376,Galium verum,FIN,7
376,Galium verum,FRA,13
376,Galium verum,GER,9
376,Galium verum,GRB,7
376,Galium verum,GRC,12
376,Galium verum,HUN,9
376,Galium verum,ICE,2
376,Galium verum,IRE,5
376,Galium verum,IRK,5
376,Galium verum,IRN,14
376,Galium verum,IRQ,9
376,Galium verum,ITA,16
376,Galium verum,JAP,19
376,Galium verum,KAM,2
376,Galium verum,KAZ,6
376,Galium verum,KGZ,5
376,Galium verum,KOR,18
376,Galium verum,KRA,7
376,Galium verum,KRY,12
376,Galium verum,KUR,2
376,Galium verum,LBS,11
376,Galium verum,MON,6
376,Galium verum,MOR,10
376,Galium verum,NCS,12
376,Galium verum,NET,8
376,Galium verum,NOR,7
376,Galium verum,PAK,24
376,Galium verum,PAL,13
376,Galium verum,POL,8
376,Galium verum,POR,10
376,Galium verum,PRM,8
376,Galium verum,ROM,11
376,Galium verum,RUC,10
376,Galium verum,RUE,8
376,Galium verum,RUN,6
376,Galium verum,RUS,10
376,Galium verum,RUW,7
376,Galium verum,SAK,2
376,Galium verum,SAR,10
376,Galium verum,SIC,12
376,Galium verum,SPA,12
376,Galium verum,SWE,7
376,Galium verum,SWI,9
376,Galium verum,TAS,1
376,Galium verum,TCS,11
376,Galium verum,TKM,6
376,Galium verum,TUE,13
376,Galium verum,TUN,8
376,Galium verum,TUR,14
376,Galium verum,TVA,3
376,Galium verum,UKR,12
376,Galium verum,UZB,6
376,Galium verum,WHM,30
376,Galium verum,WSB,9
376,Galium verum,YAK,4
376,Galium verum,YUG,15
386,Gardenia gummifera,IND,78
389,Gardenia jasminoides,BAN,81
389,Gardenia jasminoides,CBD,79
389,Gardenia jasminoides,CHC,72
389,Gardenia jasminoides,CHH,38
389,Gardenia jasminoides,CHN,17
389,Gardenia jasminoides,CHS,69
389,Gardenia jasminoides,EHM,46
389,Gardenia jasminoides,LAO,62
389,Gardenia jasminoides,TAI,34
389,Gardenia jasminoides,THA,98
389,Gardenia jasminoides,VIE,99
390,Gardenia latifolia,BAN,81
390,Gardenia latifolia,IND,78
393,Gardenia resinifera,BAN,81
393,Gardenia resinifera,IND,78
393,Gardenia resinifera,MYA,88
396,Gardenia storckii,FIJ,10
397,Gardenia taitensis,FIJ,10
397,Gardenia taitensis,NUE,4
397,Gardenia taitensis,SAM,8
397,Gardenia taitensis,TON,8
397,Gardenia taitensis,VAN,12
397,Gardenia taitensis,WAL,6
398,Gardenia ternifolia,ANG,28
398,Gardenia ternifolia,BEN,35
398,Gardenia ternifolia,BKN,24
398,Gardenia ternifolia,BOT,14
398,Gardenia ternifolia,BUR,15
398,Gardenia ternifolia,CAB,20
398,Gardenia ternifolia,CAF,37
398,Gardenia ternifolia,CHA,21
398,Gardenia ternifolia,CMN,41
398,Gardenia ternifolia,CON,35
398,Gardenia ternifolia,ETH,22
398,Gardenia ternifolia,GAB,32
398,Gardenia ternifolia,GAM,20
398,Gardenia ternifolia,GHA,35
398,Gardenia ternifolia,GNB,26
398,Gardenia ternifolia,GUI,37
398,Gardenia ternifolia,IVO,36
398,Gardenia ternifolia,KEN,31
398,Gardenia ternifolia,MLI,21
398,Gardenia ternifolia,MLW,25
398,Gardenia ternifolia,MOZ,28
398,Gardenia ternifolia,NAM,10
398,Gardenia ternifolia,NGA,42
398,Gardenia ternifolia,RWA,15
398,Gardenia ternifolia,SEN,26
398,Gardenia ternifolia,SIE,27
398,Gardenia ternifolia,SUD,30
398,Gardenia ternifolia,TAN,38
398,Gardenia ternifolia,TOG,26
398,Gardenia ternifolia,TVL,20
398,Gardenia ternifolia,UGA,32
398,Gardenia ternifolia,ZAI,47
398,Gardenia ternifolia,ZAM,23
398,Gardenia ternifolia,ZIM,20
406,Geissospermum argenteum,BOL,41
406,Geissospermum argenteum,BZN,43
406,Geissospermum argenteum,FRG,29
406,Geissospermum argenteum,GUY,32
406,Geissospermum argenteum,SUR,26
406,Geissospermum argenteum,VEN,41
407,Geissospermum laeve,BOL,41
407,Geissospermum laeve,BZE,33
407,Geissospermum laeve,BZL,34
407,Geissospermum laeve,BZN,43
407,Geissospermum laeve,ECU,34
407,Geissospermum laeve,FRG,29
407,Geissospermum laeve,GUY,32
407,Geissospermum laeve,PER,43
407,Geissospermum laeve,SUR,26
407,Geissospermum laeve,VEN,41
413,Genipa americana,AGE,14
413,Genipa americana,BLZ,26
413,Genipa americana,BOL,41
413,Genipa americana,BZC,31
413,Genipa americana,BZE,33
413,Genipa americana,BZL,34
413,Genipa americana,BZN,43
413,Genipa americana,BZS,16
413,Genipa americana,CLM,47
413,Genipa americana,COS,35
413,Genipa americana,CUB,24
413,Genipa americana,DOM,20
413,Genipa americana,ECU,34
413,Genipa americana,ELS,24
413,Genipa americana,FRG,29
413,Genipa americana,GUA,32
413,Genipa americana,GUY,32
413,Genipa americana,HAI,20
413,Genipa americana,HON,26
413,Genipa americana,LEE,17
413,Genipa americana,MXG,31
413,Genipa americana,MXS,35
413,Genipa americana,MXT,34
413,Genipa americana,NIC,31
413,Genipa americana,PAN,35
413,Genipa americana,PAR,23
413,Genipa americana,PER,43
413,Genipa americana,PUE,15
413,Genipa americana,SUR,26
413,Genipa americana,TRT,20
413,Genipa americana,VEN,41
413,Genipa americana,WIN,16
503,Gomphocarpus fruticosus,ANG,28
503,Gomphocarpus fruticosus,BOT,14
503,Gomphocarpus fruticosus,CPP,12
503,Gomphocarpus fruticosus,CPV,10
503,Gomphocarpus fruticosus,DJI,8
503,Gomphocarpus fruticosus,ERI,11
503,Gomphocarpus fruticosus,ETH,22
503,Gomphocarpus fruticosus,KEN,31
503,Gomphocarpus fruticosus,LES,5
503,Gomphocarpus fruticosus,MLW,25
503,Gomphocarpus fruticosus,MOZ,28
503,Gomphocarpus fruticosus,NAM,10
503,Gomphocarpus fruticosus,NAT,15
503,Gomphocarpus fruticosus,OFS,6
503,Gomphocarpus fruticosus,OMA,12
503,Gomphocarpus fruticosus,SAU,13
503,Gomphocarpus fruticosus,SOM,16
503,Gomphocarpus fruticosus,SUD,30
503,Gomphocarpus fruticosus,SWZ,13
503,Gomphocarpus fruticosus,TVL,20
503,Gomphocarpus fruticosus,UGA,32
503,Gomphocarpus fruticosus,YEM,12
503,Gomphocarpus fruticosus,ZAM,23
503,Gomphocarpus fruticosus,ZIM,20
504,Gomphocarpus physocarpus,CPP,12
504,Gomphocarpus physocarpus,MOZ,28
504,Gomphocarpus physocarpus,NAT,15
504,Gomphocarpus physocarpus,SWZ,13
504,Gomphocarpus physocarpus,TVL,20
506,Gongronemopsis tenacissima,ASS,57
506,Gongronemopsis tenacissima,BAN,81
506,Gongronemopsis tenacissima,CBD,79
506,Gongronemopsis tenacissima,CHC,72
506,Gongronemopsis tenacissima,EHM,46
506,Gongronemopsis tenacissima,IND,78
506,Gongronemopsis tenacissima,LAO,62
506,Gongronemopsis tenacissima,MYA,88
506,Gongronemopsis tenacissima,NEP,41
506,Gongronemopsis tenacissima,SRL,61
506,Gongronemopsis tenacissima,THA,98
506,Gongronemopsis tenacissima,VIE,99
506,Gongronemopsis tenacissima,WHM,30
509,Guettarda angelica,BZE,33
509,Guettarda angelica,BZL,34
514,Guettarda speciosa,ALD,3
514,Guettarda speciosa,AND,44
514,Guettarda speciosa,BAN,81
514,Guettarda speciosa,BIS,13
514,Guettarda speciosa,BOR,57
514,Guettarda speciosa,CBD,79
514,Guettarda speciosa,CGS,2
514,Guettarda speciosa,CHH,38
514,Guettarda speciosa,CHS,69
514,Guettarda speciosa,CKI,3
514,Guettarda speciosa,COM,7
514,Guettarda speciosa,COO,2
514,Guettarda speciosa,CRL,9
514,Guettarda speciosa,FIJ,10
514,Guettarda speciosa,GIL,6
514,Guettarda speciosa,IND,78
514,Guettarda speciosa,JAW,60
514,Guettarda speciosa,KEN,31
514,Guettarda speciosa,LDV,11
514,Guettarda speciosa,LIN,2
514,Guettarda speciosa,LSI,32
514,Guettarda speciosa,MCI,1
514,Guettarda speciosa,MDG,14
514,Guettarda speciosa,MDV,7
514,Guettarda speciosa,MLY,80
514,Guettarda speciosa,MOL,28
514,Guettarda speciosa,MOZ,28
514,Guettarda speciosa,MRN,5
514,Guettarda speciosa,MRQ,3
514,Guettarda speciosa,MRS,4
514,Guettarda speciosa,NAT,15
514,Guettarda speciosa,NCB,34
514,Guettarda speciosa,NNS,20
514,Guettarda speciosa,NRU,3
514,Guettarda speciosa,NTA,20
514,Guettarda speciosa,NUE,4
514,Guettarda speciosa,NWC,10
514,Guettarda speciosa,NWG,36
514,Guettarda speciosa,PHI,48
514,Guettarda speciosa,PHX,1
514,Guettarda speciosa,PIT,2
514,Guettarda speciosa,QLD,26
514,Guettarda speciosa,SAM,8
514,Guettarda speciosa,SCI,5
514,Guettarda speciosa,SCS,7
514,Guettarda speciosa,SEY,5
514,Guettarda speciosa,SOL,17
514,Guettarda speciosa,SRL,61
514,Guettarda speciosa,SUL,37
514,Guettarda speciosa,SUM,54
514,Guettarda speciosa,TAI,34
514,Guettarda speciosa,TAN,38
514,Guettarda speciosa,THA,98
514,Guettarda speciosa,TOK,2
514,Guettarda speciosa,TON,8
514,Guettarda speciosa,TUA,3
514,Guettarda speciosa,TUB,3
514,Guettarda speciosa,TUV,2
514,Guettarda speciosa,VAN,12
514,Guettarda speciosa,VIE,99
514,Guettarda speciosa,WAL,6
514,Guettarda speciosa,WAU,12
514,Guettarda speciosa,XMS,3
517,Gymnema sylvestre,ANG,28
517,Gymnema sylvestre,ASS,57
517,Gymnema sylvestre,BAN,81
517,Gymnema sylvestre,BEN,35
517,Gymnema sylvestre,BKN,24
517,Gymnema sylvestre,BOT,14
517,Gymnema sylvestre,BUR,15
517,Gymnema sylvestre,CAF,37
517,Gymnema sylvestre,CBD,79
517,Gymnema sylvestre,CHA,21
517,Gymnema sylvestre,CHC,72
517,Gymnema sylvestre,CHH,38
517,Gymnema sylvestre,CHS,69
517,Gymnema sylvestre,CMN,41
517,Gymnema sylvestre,COM,7
517,Gymnema sylvestre,CON,35
517,Gymnema sylvestre,CPP,12
517,Gymnema sylvestre,CPV,10
517,Gymnema sylvestre,ERI,11
517,Gymnema sylvestre,ETH,22
517,Gymnema sylvestre,GAB,32
517,Gymnema sylvestre,GHA,35
517,Gymnema sylvestre,GNB,26
517,Gymnema sylvestre,GUI,37
517,Gymnema sylvestre,IND,78
517,Gymnema sylvestre,IVO,36
517,Gymnema sylvestre,KEN,31
517,Gymnema sylvestre,LAO,62
517,Gymnema sylvestre,MDG,14
517,Gymnema sylvestre,MLI,21
517,Gymnema sylvestre,MLW,25
517,Gymnema sylvestre,MLY,80
517,Gymnema sylvestre,MOZ,28
517,Gymnema sylvestre,MTN,9
517,Gymnema sylvestre,NAM,10
517,Gymnema sylvestre,NAT,15
517,Gymnema sylvestre,NGA,42
517,Gymnema sylvestre,NGR,11
517,Gymnema sylvestre,NNS,20
517,Gymnema sylvestre,NTA,20
517,Gymnema sylvestre,QLD,26
517,Gymnema sylvestre,RWA,15
517,Gymnema sylvestre,SAU,13
517,Gymnema sylvestre,SEN,26
517,Gymnema sylvestre,SRL,61
517,Gymnema sylvestre,SUD,30
517,Gymnema sylvestre,TAI,34
517,Gymnema sylvestre,TAN,38
517,Gymnema sylvestre,TOG,26
517,Gymnema sylvestre,TVL,20
517,Gymnema sylvestre,UGA,32
517,Gymnema sylvestre,VIE,99
517,Gymnema sylvestre,WAU,12
517,Gymnema sylvestre,YEM,12
517,Gymnema sylvestre,ZAI,47
517,Gymnema sylvestre,ZAM,23
517,Gymnema sylvestre,ZIM,20
519,Gynochthodes officinalis,CHH,38
519,Gynochthodes officinalis,CHS,69
521,Gynochthodes umbellata,AND,44
521,Gynochthodes umbellata,ASS,57
521,Gynochthodes umbellata,BAN,81
521,Gynochthodes umbellata,BIS,13
521,Gynochthodes umbellata,BOR,57
521,Gynochthodes umbellata,CBD,79
521,Gynochthodes umbellata,CHC,72
521,Gynochthodes umbellata,CHH,38
521,Gynochthodes umbellata,CHS,69
521,Gynochthodes umbellata,IND,78
521,Gynochthodes umbellata,JAP,19
521,Gynochthodes umbellata,JAW,60
521,Gynochthodes umbellata,LAO,62
521,Gynochthodes umbellata,MLY,80
521,Gynochthodes umbellata,MRN,5
521,Gynochthodes umbellata,NNS,20
521,Gynochthodes umbellata,NWG,36
521,Gynochthodes umbellata,PHI,48
521,Gynochthodes umbellata,QLD,26
521,Gynochthodes umbellata,SOL,17
521,Gynochthodes umbellata,SRL,61
521,Gynochthodes umbellata,SUM,54
521,Gynochthodes umbellata,TAI,34
521,Gynochthodes umbellata,THA,98
521,Gynochthodes umbellata,VIE,99
527,Hamelia patens,AGE,14
527,Hamelia patens,AGW,4
527,Hamelia patens,BAH,11
527,Hamelia patens,BLZ,26
527,Hamelia patens,BOL,41
527,Hamelia patens,BZC,31
527,Hamelia patens,BZE,33
527,Hamelia patens,BZL,34
527,Hamelia patens,BZN,43
527,Hamelia patens,BZS,16
527,Hamelia patens,CLM,47
527,Hamelia patens,COS,35
527,Hamelia patens,CUB,24
527,Hamelia patens,DOM,20
527,Hamelia patens,ECU,34
527,Hamelia patens,ELS,24
527,Hamelia patens,FLA,17
527,Hamelia patens,FRG,29
527,Hamelia patens,GUA,32
527,Hamelia patens,GUY,32
527,Hamelia patens,HAI,20
527,Hamelia patens,HON,26
527,Hamelia patens,JAM,14
527,Hamelia patens,LEE,17
527,Hamelia patens,MXC,26
527,Hamelia patens,MXE,31
527,Hamelia patens,MXG,31
527,Hamelia patens,MXN,24
527,Hamelia patens,MXS,35
527,Hamelia patens,MXT,34
527,Hamelia patens,NIC,31
527,Hamelia patens,PAN,35
527,Hamelia patens,PAR,23
527,Hamelia patens,PER,43
527,Hamelia patens,PUE,15
527,Hamelia patens,SWC,10
527,Hamelia patens,TRT,20
527,Hamelia patens,VEN,41
527,Hamelia patens,WIN,16
528,Hancornia speciosa,BOL,41
528,Hancornia speciosa,BZC,31
528,Hancornia speciosa,BZE,33
528,Hancornia speciosa,BZL,34
528,Hancornia speciosa,BZN,43
528,Hancornia speciosa,BZS,16
528,Hancornia speciosa,PAR,23
528,Hancornia speciosa,PER,43
529,Haplophyton cimicidum,GUA,32
529,Haplophyton cimicidum,MXC,26
529,Haplophyton cimicidum,MXS,35
529,Haplophyton cimicidum,MXT,34
532,Hedyotis fruticosa,IND,78
532,Hedyotis fruticosa,MYA,88
532,Hedyotis fruticosa,SRL,61
538,Hemidesmus indicus,ASS,57
538,Hemidesmus indicus,BAN,81
538,Hemidesmus indicus,CBD,79
538,Hemidesmus indicus,EHM,46
538,Hemidesmus indicus,IND,78
538,Hemidesmus indicus,LAO,62
538,Hemidesmus indicus,MLY,80
538,Hemidesmus indicus,MYA,88
538,Hemidesmus indicus,PAK,24
538,Hemidesmus indicus,SRL,61
538,Hemidesmus indicus,VIE,99
542,Himatanthus articulatus,BOL,41
542,Himatanthus articulatus,BZC,31
542,Himatanthus articulatus,BZE,33
542,Himatanthus articulatus,BZL,34
