,Assigned_group,identified_compounds_count,identified_Terpenoids_count,mean_identified_as_Terpenoids,expected_total_mean_for_Terpenoids,weigthing_factor_for_Terpenoids,norm_mean_identified_as_Terpenoids,identified_Fatty acids_count,mean_identified_as_Fatty acids,expected_total_mean_for_Fatty acids,weigthing_factor_for_Fatty acids,norm_mean_identified_as_Fatty acids,identified_Polyketides_count,mean_identified_as_Polyketides,expected_total_mean_for_Polyketides,weigthing_factor_for_Polyketides,norm_mean_identified_as_Polyketides,identified_Carbohydrates_count,mean_identified_as_Carbohydrates,expected_total_mean_for_Carbohydrates,weigthing_factor_for_Carbohydrates,norm_mean_identified_as_Carbohydrates,identified_Amino acids and Peptides_count,mean_identified_as_Amino acids and Peptides,expected_total_mean_for_Amino acids and Peptides,weigthing_factor_for_Amino acids and Peptides,norm_mean_identified_as_Amino acids and Peptides,identified_Shikimates and Phenylpropanoids_count,mean_identified_as_Shikimates and Phenylpropanoids,expected_total_mean_for_Shikimates and Phenylpropanoids,weigthing_factor_for_Shikimates and Phenylpropanoids,norm_mean_identified_as_Shikimates and Phenylpropanoids,identified_Alkaloids_count,mean_identified_as_Alkaloids,expected_total_mean_for_Alkaloids,weigthing_factor_for_Alkaloids,norm_mean_identified_as_Alkaloids,number_of_apparent_categories,binary_identified_as_Terpenoids,binary_identified_as_Fatty acids,binary_identified_as_Polyketides,binary_identified_as_Carbohydrates,binary_identified_as_Amino acids and Peptides,binary_identified_as_Shikimates and Phenylpropanoids,binary_identified_as_Alkaloids
177,NSC,178,118,0.6629213483146067,0.40488565488565487,0.9999998625492461,0.6629213128474061,15,0.08426966292134831,0.03299749453595607,0.9999998625492461,0.08426965587395012,15,0.08426966292134831,0.08793112639266486,0.9999998625492461,0.08426966342461922,1,0.0056179775280898875,0.015761323453631147,0.9999998625492461,0.005617978922300431,0,0.0,0.012998205305897613,0.9999998625492461,1.7866131185103225e-09,27,0.15168539325842698,0.18286777902162518,0.9999998625492461,0.15168539754446939,2,0.011235955056179775,0.2625584164045702,0.9999998625492461,0.011235989600641556,6,1,1,1,1,0,1,1
178,NWH,272,184,0.6764705882352942,0.40488565488565487,0.9999999999886295,0.6764705882322062,15,0.05514705882352941,0.03299749453595607,0.9999999999886295,0.05514705882327756,11,0.04044117647058824,0.08793112639266486,0.9999999999886295,0.04044117647112822,11,0.04044117647058824,0.015761323453631147,0.9999999999886295,0.040441176470307615,0,0.0,0.012998205305897613,0.9999999999886295,1.477955751792781e-13,41,0.15073529411764705,0.18286777902162518,0.9999999999886295,0.1507352941180124,10,0.03676470588235294,0.2625584164045702,0.9999999999886295,0.03676470588492032,6,1,1,1,1,0,1,1
179,NWJ,235,159,0.676595744680851,0.40488565488565487,0.9999999995400946,0.6765957445558901,15,0.06382978723404255,0.03299749453595607,0.9999999995400946,0.0638297872198626,11,0.04680851063829787,0.08793112639266486,0.9999999995400946,0.04680851065721039,12,0.05106382978723404,0.015761323453631147,0.9999999995400946,0.05106382977099822,0,0.0,0.012998205305897613,0.9999999995400946,5.9779454221718515e-12,28,0.11914893617021277,0.18286777902162518,0.9999999995400946,0.11914893619951741,10,0.0425531914893617,0.2625584164045702,0.9999999995400946,0.042553191590543306,6,1,1,1,1,0,1,1
180,NWY,279,186,0.6666666666666666,0.40488565488565487,0.9999999999943536,0.6666666666651886,15,0.053763440860215055,0.03299749453595607,0.9999999999943536,0.0537634408600978,12,0.043010752688172046,0.08793112639266486,0.9999999999943536,0.043010752688425684,12,0.043010752688172046,0.015761323453631147,0.9999999999943536,0.04301075268801818,0,0.0,0.012998205305897613,0.9999999999943536,7.339270585130961e-14,44,0.15770609318996415,0.18286777902162518,0.9999999999943536,0.15770609319010623,10,0.035842293906810034,0.2625584164045702,0.9999999999943536,0.035842293908090156,6,1,1,1,1,0,1,1
181,OHI,248,175,0.7056451612903226,0.40488565488565487,0.9999999998746611,0.7056451612526257,15,0.06048387096774194,0.03299749453595607,0.9999999998746611,0.060483870964296825,12,0.04838709677419355,0.08793112639266486,0.9999999998746611,0.04838709677914995,9,0.036290322580645164,0.015761323453631147,0.9999999998746611,0.036290322578072076,0,0.0,0.012998205305897613,0.9999999998746611,1.6291801104299755e-12,35,0.14112903225806453,0.18286777902162518,0.9999999998746611,0.141129032263296,2,0.008064516129032258,0.2625584164045702,0.9999999998746611,0.00806451616093023,6,1,1,1,1,0,1,1
182,ONT,381,189,0.49606299212598426,0.40488565488565487,0.9999999999999998,0.49606299212598426,15,0.03937007874015748,0.03299749453595607,0.9999999999999998,0.03937007874015748,53,0.13910761154855644,0.08793112639266486,0.9999999999999998,0.13910761154855644,28,0.07349081364829396,0.015761323453631147,0.9999999999999998,0.07349081364829395,0,0.0,0.012998205305897613,0.9999999999999998,2.8861813618824813e-18,86,0.22572178477690288,0.18286777902162518,0.9999999999999998,0.22572178477690286,10,0.026246719160104987,0.2625584164045702,0.9999999999999998,0.02624671916010504,6,1,1,1,1,0,1,1
183,ORE,144,42,0.2916666666666667,0.40488565488565487,0.999995881428255,0.29166713296719254,5,0.034722222222222224,0.03299749453595607,0.999995881428255,0.034722215118807506,26,0.18055555555555555,0.08793112639266486,0.999995881428255,0.1805551740751987,8,0.05555555555555555,0.015761323453631147,0.999995881428255,0.0555553916601556,0,0.0,0.012998205305897613,0.999995881428255,5.353404110834621e-08,63,0.4375,0.18286777902162518,0.999995881428255,0.4374989512789293,0,0.0,0.2625584164045702,0.999995881428255,1.0813656752111054e-06,5,1,1,1,1,0,1,0
184,PEI,125,92,0.736,0.40488565488565487,0.9999724643088853,0.7359908825376693,15,0.12,0.03299749453595607,0.9999724643088853,0.11999760432588333,11,0.088,0.08793112639266486,0.9999724643088853,0.08799999810351762,1,0.008,0.015761323453631147,0.9999724643088853,0.008000213713405261,0,0.0,0.012998205305897613,0.9999724643088853,3.579145663485012e-07,4,0.032,0.18286777902162518,0.9999724643088853,0.0320041542485623,2,0.016,0.2625584164045702,0.9999724643088853,0.016006789156395845,6,1,1,1,1,0,1,1
185,QUE,313,187,0.597444089456869,0.40488565488565487,0.9999999999998115,0.5974440894568327,15,0.04792332268370607,0.03299749453595607,0.9999999999998115,0.04792332268370325,33,0.10543130990415335,0.08793112639266486,0.9999999999998115,0.10543130990415005,11,0.03514376996805112,0.015761323453631147,0.9999999999998115,0.03514376996804746,0,0.0,0.012998205305897613,0.9999999999998115,2.4503679762382264e-15,57,0.18210862619808307,0.18286777902162518,0.9999999999998115,0.1821086261980832,10,0.03194888178913738,0.2625584164045702,0.9999999999998115,0.03194888178918085,6,1,1,1,1,0,1,1
186,RHO,260,179,0.6884615384615385,0.40488565488565487,0.9999999999622486,0.6884615384508331,15,0.057692307692307696,0.03299749453595607,0.9999999999622486,0.05769230769137543,11,0.04230769230769231,0.08793112639266486,0.9999999999622486,0.042307692309414655,10,0.038461538461538464,0.015761323453631147,0.9999999999622486,0.038461538460681496,0,0.0,0.012998205305897613,0.9999999999622486,4.906998966031738e-13,35,0.1346153846153846,0.18286777902162518,0.9999999999622486,0.1346153846172062,10,0.038461538461538464,0.2625584164045702,0.9999999999622486,0.038461538469998426,6,1,1,1,1,0,1,1
187,SAS,137,66,0.48175182481751827,0.40488565488565487,0.9999917062496261,0.48175118730869265,20,0.145985401459854,0.03299749453595607,0.9999917062496261,0.1459844643663587,17,0.12408759124087591,0.08793112639266486,0.9999917062496261,0.12408729136818206,2,0.014598540145985401,0.015761323453631147,0.9999917062496261,0.014598549789819894,0,0.0,0.012998205305897613,0.9999917062496261,1.0780387011610606e-07,30,0.21897810218978103,0.18286777902162518,0.9999917062496261,0.21897780269977474,2,0.014598540145985401,0.2625584164045702,0.9999917062496261,0.014600596663301837,6,1,1,1,1,0,1,1
188,SDA,261,188,0.7203065134099617,0.40488565488565487,0.9999999999658411,0.7203065133991873,20,0.07662835249042145,0.03299749453595607,0.9999999999658411,0.07662835248893106,5,0.019157088122605363,0.08793112639266486,0.9999999999658411,0.01915708812495461,3,0.011494252873563218,0.015761323453631147,0.9999999999658411,0.011494252873708977,0,0.0,0.012998205305897613,0.9999999999658411,4.4400436834927716e-13,43,0.16475095785440613,0.18286777902162518,0.9999999999658411,0.16475095785502497,2,0.007662835249042145,0.2625584164045702,0.9999999999658411,0.007662835257749097,6,1,1,1,1,0,1,1
189,VER,288,185,0.6423611111111112,0.40488565488565487,0.9999999999977043,0.6423611111105659,15,0.052083333333333336,0.03299749453595607,0.9999999999977043,0.05208333333328952,15,0.052083333333333336,0.08793112639266486,0.9999999999977043,0.05208333333341563,11,0.03819444444444445,0.015761323453631147,0.9999999999977043,0.03819444444439295,0,0.0,0.012998205305897613,0.9999999999977043,2.9840229100502973e-14,52,0.18055555555555555,0.18286777902162518,0.9999999999977043,0.18055555555556085,10,0.034722222222222224,0.2625584164045702,0.9999999999977043,0.03472222222274527,6,1,1,1,1,0,1,1
190,WAS,101,37,0.36633663366336633,0.40488565488565487,0.9996965529699712,0.3663483312493667,5,0.04950495049504951,0.03299749453595607,0.9996965529699712,0.049499941356565394,12,0.1188118811881188,0.08793112639266486,0.9996965529699712,0.11880251051479107,0,0.0,0.015761323453631147,0.9996965529699712,4.782726791328035e-06,0,0.0,0.012998205305897613,0.9996965529699712,3.944266795779545e-06,47,0.46534653465346537,0.18286777902162518,0.9996965529699712,0.46526081731402263,0,0.0,0.2625584164045702,0.9996965529699712,7.967257166703837e-05,4,1,1,1,0,0,1,0
191,WIS,285,193,0.6771929824561403,0.40488565488565487,0.9999999999969011,0.6771929824552965,20,0.07017543859649122,0.03299749453595607,0.9999999999969011,0.07017543859637601,12,0.042105263157894736,0.08793112639266486,0.9999999999969011,0.04210526315803674,11,0.03859649122807018,0.015761323453631147,0.9999999999969011,0.038596491227999415,0,0.0,0.012998205305897613,0.9999999999969011,4.027954708643191e-14,39,0.1368421052631579,0.18286777902162518,0.9999999999969011,0.13684210526330054,10,0.03508771929824561,0.2625584164045702,0.9999999999969011,0.03508771929895051,6,1,1,1,1,0,1,1
192,WYO,323,127,0.3931888544891641,0.40488565488565487,0.9999999999999307,0.39318885448916485,5,0.015479876160990712,0.03299749453595607,0.9999999999999307,0.015479876160991926,54,0.16718266253869968,0.08793112639266486,0.9999999999999307,0.16718266253869418,26,0.0804953560371517,0.015761323453631147,0.9999999999999307,0.08049535603714722,0,0.0,0.012998205305897613,0.9999999999999307,9.004885849073341e-16,111,0.34365325077399383,0.18286777902162518,0.9999999999999307,0.3436532507739827,0,0.0,0.2625584164045702,0.9999999999999307,1.8189500110171933e-14,5,1,1,1,1,0,1,0
193,MSI,239,125,0.5230125523012552,0.40488565488565487,0.9999999996917162,0.5230125522648386,18,0.07531380753138076,0.03299749453595607,0.9999999996917162,0.07531380751833533,4,0.016736401673640166,0.08793112639266486,0.9999999996917162,0.01673640169558835,0,0.0,0.015761323453631147,0.9999999996917162,4.858961363444567e-12,0,0.0,0.012998205305897613,0.9999999996917162,4.0071366824799325e-12,18,0.07531380753138076,0.18286777902162518,0.9999999996917162,0.07531380756453791,74,0.30962343096234307,0.2625584164045702,0.9999999996917162,0.3096234309478337,5,1,1,1,0,0,1,1
194,WDC,217,157,0.7235023041474654,0.40488565488565487,0.9999999972177336,0.7235023032609891,17,0.07834101382488479,0.03299749453595607,0.9999999972177336,0.07834101369872704,0,0.0,0.08793112639266486,0.9999999972177336,2.446478199938126e-10,1,0.004608294930875576,0.015761323453631147,0.9999999972177336,0.004608294961906272,0,0.0,0.012998205305897613,0.9999999972177336,3.616447010719893e-11,14,0.06451612903225806,0.18286777902162518,0.9999999972177336,0.06451612936154388,28,0.12903225806451613,0.2625584164045702,0.9999999972177336,0.12903225843602148,5,1,1,0,1,0,1,1
195,WVA,240,167,0.6958333333333333,0.40488565488565487,0.9999999997210531,0.6958333332521743,15,0.0625,0.03299749453595607,0.9999999997210531,0.06249999999177037,11,0.04583333333333333,0.08793112639266486,0.9999999997210531,0.045833333345076374,9,0.0375,0.015761323453631147,0.9999999997210531,0.037499999993936065,0,0.0,0.012998205305897613,0.9999999997210531,3.6258086285852955e-12,36,0.15,0.18286777902162518,0.9999999997210531,0.15000000000916835,2,0.008333333333333333,0.2625584164045702,0.9999999997210531,0.008333333404248622,6,1,1,1,1,0,1,1
196,CHI,886,405,0.45711060948081267,0.40488565488565487,1.0,0.45711060948081267,15,0.016930022573363433,0.03299749453595607,1.0,0.016930022573363433,153,0.172686230248307,0.08793112639266486,1.0,0.172686230248307,28,0.03160270880361174,0.015761323453631147,1.0,0.03160270880361174,32,0.03611738148984198,0.012998205305897613,1.0,0.03611738148984198,241,0.27200902934537247,0.18286777902162518,1.0,0.27200902934537247,12,0.013544018058690745,0.2625584164045702,1.0,0.013544018058690745,7,1,1,1,1,1,1,1
197,CHQ,674,304,0.45103857566765576,0.40488565488565487,1.0,0.45103857566765576,9,0.013353115727002967,0.03299749453595607,1.0,0.013353115727002967,129,0.1913946587537092,0.08793112639266486,1.0,0.1913946587537092,30,0.04451038575667656,0.015761323453631147,1.0,0.04451038575667656,32,0.04747774480712166,0.012998205305897613,1.0,0.04747774480712166,164,0.2433234421364985,0.18286777902162518,1.0,0.2433234421364985,6,0.008902077151335312,0.2625584164045702,1.0,0.008902077151335312,7,1,1,1,1,1,1,1
198,CHX,434,165,0.38018433179723504,0.40488565488565487,1.0,0.38018433179723504,7,0.016129032258064516,0.03299749453595607,1.0,0.016129032258064516,110,0.2534562211981567,0.08793112639266486,1.0,0.2534562211981567,13,0.029953917050691243,0.015761323453631147,1.0,0.029953917050691243,0,0.0,0.012998205305897613,1.0,0.0,128,0.29493087557603687,0.18286777902162518,1.0,0.29493087557603687,11,0.02534562211981567,0.2625584164045702,1.0,0.02534562211981567,6,1,1,1,1,0,1,1
199,KAZ,520,173,0.3326923076923077,0.40488565488565487,1.0,0.3326923076923077,8,0.015384615384615385,0.03299749453595607,1.0,0.015384615384615385,102,0.19615384615384615,0.08793112639266486,1.0,0.19615384615384615,11,0.021153846153846155,0.015761323453631147,1.0,0.021153846153846155,0,0.0,0.012998205305897613,1.0,0.0,199,0.38269230769230766,0.18286777902162518,1.0,0.38269230769230766,27,0.051923076923076926,0.2625584164045702,1.0,0.051923076923076926,6,1,1,1,1,0,1,1
200,KGZ,432,104,0.24074074074074073,0.40488565488565487,1.0,0.24074074074074073,5,0.011574074074074073,0.03299749453595607,1.0,0.011574074074074073,109,0.2523148148148148,0.08793112639266486,1.0,0.2523148148148148,10,0.023148148148148147,0.015761323453631147,1.0,0.023148148148148147,0,0.0,0.012998205305897613,1.0,0.0,123,0.2847222222222222,0.18286777902162518,1.0,0.2847222222222222,81,0.1875,0.2625584164045702,1.0,0.1875,6,1,1,1,1,0,1,1
201,MON,526,197,0.3745247148288973,0.40488565488565487,1.0,0.3745247148288973,6,0.011406844106463879,0.03299749453595607,1.0,0.011406844106463879,101,0.1920152091254753,0.08793112639266486,1.0,0.1920152091254753,12,0.022813688212927757,0.015761323453631147,1.0,0.022813688212927757,32,0.060836501901140684,0.012998205305897613,1.0,0.060836501901140684,165,0.31368821292775667,0.18286777902162518,1.0,0.31368821292775667,13,0.024714828897338403,0.2625584164045702,1.0,0.024714828897338403,7,1,1,1,1,1,1,1
202,TZK,414,122,0.2946859903381642,0.40488565488565487,1.0,0.2946859903381642,6,0.014492753623188406,0.03299749453595607,1.0,0.014492753623188406,92,0.2222222222222222,0.08793112639266486,1.0,0.2222222222222222,10,0.024154589371980676,0.015761323453631147,1.0,0.024154589371980676,0,0.0,0.012998205305897613,1.0,0.0,103,0.24879227053140096,0.18286777902162518,1.0,0.24879227053140096,81,0.1956521739130435,0.2625584164045702,1.0,0.1956521739130435,6,1,1,1,1,0,1,1
203,AFG,788,322,0.4086294416243655,0.40488565488565487,1.0,0.4086294416243655,12,0.015228426395939087,0.03299749453595607,1.0,0.015228426395939087,138,0.1751269035532995,0.08793112639266486,1.0,0.1751269035532995,12,0.015228426395939087,0.015761323453631147,1.0,0.015228426395939087,32,0.04060913705583756,0.012998205305897613,1.0,0.04060913705583756,133,0.16878172588832488,0.18286777902162518,1.0,0.16878172588832488,139,0.17639593908629442,0.2625584164045702,1.0,0.17639593908629442,7,1,1,1,1,1,1,1
204,ALT,469,154,0.3283582089552239,0.40488565488565487,1.0,0.3283582089552239,7,0.014925373134328358,0.03299749453595607,1.0,0.014925373134328358,104,0.22174840085287847,0.08793112639266486,1.0,0.22174840085287847,19,0.04051172707889126,0.015761323453631147,1.0,0.04051172707889126,0,0.0,0.012998205305897613,1.0,0.0,177,0.3773987206823028,0.18286777902162518,1.0,0.3773987206823028,8,0.017057569296375266,0.2625584164045702,1.0,0.017057569296375266,6,1,1,1,1,0,1,1
205,BRY,484,153,0.31611570247933884,0.40488565488565487,1.0,0.31611570247933884,6,0.012396694214876033,0.03299749453595607,1.0,0.012396694214876033,117,0.24173553719008264,0.08793112639266486,1.0,0.24173553719008264,11,0.022727272727272728,0.015761323453631147,1.0,0.022727272727272728,32,0.06611570247933884,0.012998205305897613,1.0,0.06611570247933884,157,0.3243801652892562,0.18286777902162518,1.0,0.3243801652892562,8,0.01652892561983471,0.2625584164045702,1.0,0.01652892561983471,7,1,1,1,1,1,1,1
206,BUL,861,299,0.34727061556329847,0.40488565488565487,1.0,0.34727061556329847,10,0.011614401858304297,0.03299749453595607,1.0,0.011614401858304297,134,0.15563298490127758,0.08793112639266486,1.0,0.15563298490127758,19,0.022067363530778164,0.015761323453631147,1.0,0.022067363530778164,0,0.0,0.012998205305897613,1.0,0.0,264,0.30662020905923343,0.18286777902162518,1.0,0.30662020905923343,135,0.156794425087108,0.2625584164045702,1.0,0.156794425087108,6,1,1,1,1,0,1,1
207,CHM,545,245,0.44954128440366975,0.40488565488565487,1.0,0.44954128440366975,10,0.01834862385321101,0.03299749453595607,1.0,0.01834862385321101,94,0.1724770642201835,0.08793112639266486,1.0,0.1724770642201835,17,0.031192660550458717,0.015761323453631147,1.0,0.031192660550458717,0,0.0,0.012998205305897613,1.0,0.0,175,0.3211009174311927,0.18286777902162518,1.0,0.3211009174311927,4,0.007339449541284404,0.2625584164045702,1.0,0.007339449541284404,6,1,1,1,1,0,1,1
208,CHT,1090,437,0.40091743119266054,0.40488565488565487,1.0,0.40091743119266054,10,0.009174311926605505,0.03299749453595607,1.0,0.009174311926605505,186,0.1706422018348624,0.08793112639266486,1.0,0.1706422018348624,34,0.031192660550458717,0.015761323453631147,1.0,0.031192660550458717,32,0.029357798165137616,0.012998205305897613,1.0,0.029357798165137616,337,0.3091743119266055,0.18286777902162518,1.0,0.3091743119266055,54,0.04954128440366973,0.2625584164045702,1.0,0.04954128440366973,7,1,1,1,1,1,1,1
209,CYP,350,183,0.5228571428571429,0.40488565488565487,0.9999999999999953,0.5228571428571424,8,0.022857142857142857,0.03299749453595607,0.9999999999999953,0.022857142857142902,65,0.18571428571428572,0.08793112639266486,0.9999999999999953,0.18571428571428528,2,0.005714285714285714,0.015761323453631147,0.9999999999999953,0.005714285714285761,0,0.0,0.012998205305897613,0.9999999999999953,6.06098085995321e-17,84,0.24,0.18286777902162518,0.9999999999999953,0.23999999999999974,8,0.022857142857142857,0.2625584164045702,0.9999999999999953,0.022857142857143974,6,1,1,1,1,0,1,1
210,IRN,820,374,0.4560975609756098,0.40488565488565487,1.0,0.4560975609756098,12,0.014634146341463415,0.03299749453595607,1.0,0.014634146341463415,125,0.1524390243902439,0.08793112639266486,1.0,0.1524390243902439,19,0.023170731707317073,0.015761323453631147,1.0,0.023170731707317073,0,0.0,0.012998205305897613,1.0,0.0,180,0.21951219512195122,0.18286777902162518,1.0,0.21951219512195122,110,0.13414634146341464,0.2625584164045702,1.0,0.13414634146341464,6,1,1,1,1,0,1,1
211,IRQ,596,261,0.43791946308724833,0.40488565488565487,1.0,0.43791946308724833,8,0.013422818791946308,0.03299749453595607,1.0,0.013422818791946308,95,0.1593959731543624,0.08793112639266486,1.0,0.1593959731543624,3,0.0050335570469798654,0.015761323453631147,1.0,0.0050335570469798654,0,0.0,0.012998205305897613,1.0,0.0,123,0.2063758389261745,0.18286777902162518,1.0,0.2063758389261745,106,0.17785234899328858,0.2625584164045702,1.0,0.17785234899328858,6,1,1,1,1,0,1,1
212,ITA,993,331,0.3333333333333333,0.40488565488565487,1.0,0.3333333333333333,13,0.013091641490433032,0.03299749453595607,1.0,0.013091641490433032,193,0.19436052366565962,0.08793112639266486,1.0,0.19436052366565962,28,0.028197381671701913,0.015761323453631147,1.0,0.028197381671701913,0,0.0,0.012998205305897613,1.0,0.0,312,0.31419939577039274,0.18286777902162518,1.0,0.31419939577039274,116,0.11681772406847936,0.2625584164045702,1.0,0.11681772406847936,6,1,1,1,1,0,1,1
213,KRA,366,93,0.2540983606557377,0.40488565488565487,0.9999999999999991,0.2540983606557378,6,0.01639344262295082,0.03299749453595607,0.9999999999999991,0.016393442622950834,82,0.22404371584699453,0.08793112639266486,0.9999999999999991,0.22404371584699442,19,0.05191256830601093,0.015761323453631147,0.9999999999999991,0.051912568306010896,0,0.0,0.012998205305897613,0.9999999999999991,1.1544725447529925e-17,159,0.4344262295081967,0.18286777902162518,0.9999999999999991,0.4344262295081965,7,0.01912568306010929,0.2625584164045702,0.9999999999999991,0.019125683060109505,6,1,1,1,1,0,1,1
214,KRY,483,129,0.2670807453416149,0.40488565488565487,1.0,0.2670807453416149,6,0.012422360248447204,0.03299749453595607,1.0,0.012422360248447204,110,0.2277432712215321,0.08793112639266486,1.0,0.2277432712215321,2,0.004140786749482402,0.015761323453631147,1.0,0.004140786749482402,0,0.0,0.012998205305897613,1.0,0.0,145,0.3002070393374741,0.18286777902162518,1.0,0.3002070393374741,91,0.18840579710144928,0.2625584164045702,1.0,0.18840579710144928,6,1,1,1,1,0,1,1
215,NCS,560,156,0.2785714285714286,0.40488565488565487,1.0,0.2785714285714286,6,0.010714285714285714,0.03299749453595607,1.0,0.010714285714285714,110,0.19642857142857142,0.08793112639266486,1.0,0.19642857142857142,10,0.017857142857142856,0.015761323453631147,1.0,0.017857142857142856,0,0.0,0.012998205305897613,1.0,0.0,159,0.2839285714285714,0.18286777902162518,1.0,0.2839285714285714,119,0.2125,0.2625584164045702,1.0,0.2125,6,1,1,1,1,0,1,1
216,PAL,680,368,0.5411764705882353,0.40488565488565487,1.0,0.5411764705882353,12,0.01764705882352941,0.03299749453595607,1.0,0.01764705882352941,113,0.1661764705882353,0.08793112639266486,1.0,0.1661764705882353,2,0.0029411764705882353,0.015761323453631147,1.0,0.0029411764705882353,1,0.0014705882352941176,0.012998205305897613,1.0,0.0014705882352941176,139,0.20441176470588235,0.18286777902162518,1.0,0.20441176470588235,45,0.0661764705882353,0.2625584164045702,1.0,0.0661764705882353,7,1,1,1,1,1,1,1
217,RUC,337,127,0.3768545994065282,0.40488565488565487,0.9999999999999829,0.3768545994065287,5,0.01483679525222552,0.03299749453595607,0.9999999999999829,0.01483679525222583,70,0.20771513353115728,0.08793112639266486,0.9999999999999829,0.20771513353115523,1,0.002967359050445104,0.015761323453631147,0.9999999999999829,0.0029673590504453225,0,0.0,0.012998205305897613,0.9999999999999829,2.222359648649511e-16,91,0.27002967359050445,0.18286777902162518,0.9999999999999829,0.27002967359050295,43,0.12759643916913946,0.2625584164045702,0.9999999999999829,0.12759643916914176,6,1,1,1,1,0,1,1
218,RUE,402,137,0.3407960199004975,0.40488565488565487,1.0,0.3407960199004975,5,0.012437810945273632,0.03299749453595607,1.0,0.012437810945273632,92,0.22885572139303484,0.08793112639266486,1.0,0.22885572139303484,9,0.022388059701492536,0.015761323453631147,1.0,0.022388059701492536,0,0.0,0.012998205305897613,1.0,0.0,152,0.3781094527363184,0.18286777902162518,1.0,0.3781094527363184,7,0.017412935323383085,0.2625584164045702,1.0,0.017412935323383085,6,1,1,1,1,0,1,1
219,RUS,433,134,0.3094688221709007,0.40488565488565487,1.0,0.3094688221709007,6,0.013856812933025405,0.03299749453595607,1.0,0.013856812933025405,117,0.2702078521939954,0.08793112639266486,1.0,0.2702078521939954,1,0.0023094688221709007,0.015761323453631147,1.0,0.0023094688221709007,0,0.0,0.012998205305897613,1.0,0.0,127,0.29330254041570436,0.18286777902162518,1.0,0.29330254041570436,48,0.11085450346420324,0.2625584164045702,1.0,0.11085450346420324,6,1,1,1,1,0,1,1
220,TCS,666,197,0.2957957957957958,0.40488565488565487,1.0,0.2957957957957958,6,0.009009009009009009,0.03299749453595607,1.0,0.009009009009009009,127,0.1906906906906907,0.08793112639266486,1.0,0.1906906906906907,19,0.028528528528528527,0.015761323453631147,1.0,0.028528528528528527,0,0.0,0.012998205305897613,1.0,0.0,196,0.29429429429429427,0.18286777902162518,1.0,0.29429429429429427,121,0.1816816816816817,0.2625584164045702,1.0,0.1816816816816817,6,1,1,1,1,0,1,1
221,TKM,290,116,0.4,0.40488565488565487,0.9999999999981204,0.4000000000000092,6,0.020689655172413793,0.03299749453595607,0.9999999999981204,0.020689655172436927,68,0.23448275862068965,0.08793112639266486,0.9999999999981204,0.2344827586204142,1,0.0034482758620689655,0.015761323453631147,0.9999999999981204,0.0034482758620921093,0,0.0,0.012998205305897613,0.9999999999981204,2.4431525228335205e-14,87,0.3,0.18286777902162518,0.9999999999981204,0.29999999999977983,12,0.041379310344827586,0.2625584164045702,0.9999999999981204,0.041379310345243316,6,1,1,1,1,0,1,1
222,UKR,747,214,0.28647925033467203,0.40488565488565487,1.0,0.28647925033467203,11,0.014725568942436412,0.03299749453595607,1.0,0.014725568942436412,164,0.21954484605087016,0.08793112639266486,1.0,0.21954484605087016,19,0.025435073627844713,0.015761323453631147,1.0,0.025435073627844713,0,0.0,0.012998205305897613,1.0,0.0,240,0.321285140562249,0.18286777902162518,1.0,0.321285140562249,99,0.13253012048192772,0.2625584164045702,1.0,0.13253012048192772,6,1,1,1,1,0,1,1
223,UZB,410,117,0.28536585365853656,0.40488565488565487,1.0,0.28536585365853656,6,0.014634146341463415,0.03299749453595607,1.0,0.014634146341463415,97,0.23658536585365852,0.08793112639266486,1.0,0.23658536585365852,9,0.02195121951219512,0.015761323453631147,1.0,0.02195121951219512,0,0.0,0.012998205305897613,1.0,0.0,101,0.24634146341463414,0.18286777902162518,1.0,0.24634146341463414,80,0.1951219512195122,0.2625584164045702,1.0,0.1951219512195122,6,1,1,1,1,0,1,1
224,WSB,465,146,0.3139784946236559,0.40488565488565487,1.0,0.3139784946236559,6,0.012903225806451613,0.03299749453595607,1.0,0.012903225806451613,105,0.22580645161290322,0.08793112639266486,1.0,0.22580645161290322,19,0.04086021505376344,0.015761323453631147,1.0,0.04086021505376344,0,0.0,0.012998205305897613,1.0,0.0,178,0.3827956989247312,0.18286777902162518,1.0,0.3827956989247312,11,0.023655913978494623,0.2625584164045702,1.0,0.023655913978494623,6,1,1,1,1,0,1,1
225,URU,180,78,0.43333333333333335,0.40488565488565487,0.9999998874648379,0.43333333013196923,16,0.08888888888888889,0.03299749453595607,0.9999998874648379,0.08888888259914177,6,0.03333333333333333,0.08793112639266486,0.9999998874648379,0.033333339477504824,0,0.0,0.015761323453631147,0.9999998874648379,1.7737030894162068e-09,0,0.0,0.012998205305897613,0.9999998874648379,1.4627551408206935e-09,8,0.044444444444444446,0.18286777902162518,0.9999998874648379,0.04444446002193684,72,0.4,0.2625584164045702,0.9999998874648379,0.3999999845329892,5,1,1,1,0,0,1,1
