,accepted_family,Genus,accepted_species,accepted_species_w_author
8608,Apocynaceae,Kopsia,Kopsia pauciflora,Kopsia pauciflora Hook.f.
8650,Apocynaceae,Kopsia,Kopsia profunda,Kopsia profunda Markgr.
8660,Apocynaceae,Kopsia,Kopsia singapurensis,Kopsia singapurensis Ridl.
8728,Apocynaceae,Kopsia,Kopsia tenuis,Kopsia tenuis Leenh. & Steems
8739,Apocynaceae,Kopsia,Kopsia teoi,Kopsia teoi L.Allorge
8778,Rubiaceae,Ladenbergia,Ladenbergia oblongifolia,Ladenbergia oblongifolia (Humb. ex Mutis) L.Andersson
8780,Rubiaceae,Lamprothamnus,Lamprothamnus zanguebaricus,Lamprothamnus zanguebaricus Hiern
8782,Rubiaceae,Lasianthus,Lasianthus acuminatissimus,Lasianthus acuminatissimus Merr.
8792,Rubiaceae,Lasianthus,Lasianthus attenuatus,Lasianthus attenuatus Jack
8794,Rubiaceae,Lasianthus,Lasianthus curtisii,Lasianthus curtisii King & Gamble
8795,Rubiaceae,Lasianthus,Lasianthus cyanocarpus,Lasianthus cyanocarpus Jack
8796,Rubiaceae,Lasianthus,Lasianthus fordii,Lasianthus fordii Hance
8805,Rubiaceae,Lasianthus,Lasianthus gardneri,Lasianthus gardneri (Thwaites) Hook.f.
8816,Rubiaceae,Lasianthus,Lasianthus obliquinervis,Lasianthus obliquinervis Merr.
8817,Apocynaceae,Leichhardtia,Leichhardtia rostrata,Leichhardtia rostrata (R.Br.) P.I.Forst.
8823,Apocynaceae,Leptadenia,Leptadenia arborea,Leptadenia arborea (Forssk.) Schweinf.
8827,Apocynaceae,Leptadenia,Leptadenia lanceolata,Leptadenia lanceolata (Poir.) Goyder
8843,Apocynaceae,Leptadenia,Leptadenia madagascariensis,Leptadenia madagascariensis Decne.
8847,Apocynaceae,Leptadenia,Leptadenia pyrotechnica,Leptadenia pyrotechnica (Forssk.) Decne.
8864,Apocynaceae,Leptadenia,Leptadenia reticulata,Leptadenia reticulata (Retz.) Wight & Arn.
8866,Rubiaceae,Leptopetalum,Leptopetalum biflorum,Leptopetalum biflorum (L.) Neupane & N.Wikstr.
8879,Apocynaceae,Leuconotis,Leuconotis eugeniifolia,Leuconotis eugeniifolia (Wall. ex G.Don) A.DC.
8881,Apocynaceae,Leuconotis,Leuconotis griffithii,Leuconotis griffithii Hook.f.
8924,Gentianaceae,Lisianthius,Lisianthius jefensis,Lisianthius jefensis A.Robyns & T.S.Elias
8925,Gentianaceae,Lisianthius,Lisianthius seemannii,Lisianthius seemannii (Griseb.) Kuntze
8926,Gentianaceae,Lomatogonium,Lomatogonium carinthiacum,Lomatogonium carinthiacum (Wulfen) A.Braun
8937,Gentianaceae,Lomatogonium,Lomatogonium rotatum,Lomatogonium rotatum (L.) Fr.
8942,Rubiaceae,Luculia,Luculia pinceana,Luculia pinceana Hook.
8947,Apocynaceae,Malouetia,Malouetia heudelotii,Malouetia heudelotii A.DC.
8949,Apocynaceae,Malouetia,Malouetia tamaquarina,Malouetia tamaquarina (Aubl.) A.DC.
8952,Apocynaceae,Mandevilla,Mandevilla hirsuta,Mandevilla hirsuta (Rich.) K.Schum.
8959,Apocynaceae,Mandevilla,Mandevilla illustris,Mandevilla illustris (Vell.) Woodson
8961,Apocynaceae,Mandevilla,Mandevilla martiana,Mandevilla martiana (Stadelm.) Woodson
8971,Apocynaceae,Mandevilla,Mandevilla pavonii,Mandevilla pavonii (A.DC.) Woodson
8977,Apocynaceae,Mandevilla,Mandevilla pentlandiana,Mandevilla pentlandiana (DC.) Woodson
8984,Apocynaceae,Marsdenia,Marsdenia formosana,Marsdenia formosana Masam.
8985,Apocynaceae,Marsdenia,Marsdenia hainanensis,Marsdenia hainanensis Tsiang
8988,Apocynaceae,Marsdenia,Marsdenia koi,Marsdenia koi Tsiang
8991,Apocynaceae,Marsdenia,Marsdenia oreophila,Marsdenia oreophila W.W.Sm.
8994,Apocynaceae,Marsdenia,Marsdenia roylei,Marsdenia roylei Wight
9002,Apocynaceae,Marsdenia,Marsdenia sinensis,Marsdenia sinensis Hemsl.
9004,Apocynaceae,Marsdenia,Marsdenia tomentosa,Marsdenia tomentosa C.Morren & Decne.
9042,Apocynaceae,Matelea,Matelea carolinensis,Matelea carolinensis (Jacq.) Woodson
9071,Apocynaceae,Matelea,Matelea vailiana,Matelea vailiana Woodson
9073,Rubiaceae,Melanopsidium,Melanopsidium nigrum,Melanopsidium nigrum Colla
9076,Apocynaceae,Melodinus,Melodinus acutiflorus,Melodinus acutiflorus F.Muell.
9078,Apocynaceae,Melodinus,Melodinus aeneus,Melodinus aeneus Baill.
9091,Apocynaceae,Melodinus,Melodinus australis,Melodinus australis (F.Muell.) Pierre
9096,Apocynaceae,Melodinus,Melodinus axillaris,Melodinus axillaris W.T.Wang
9100,Apocynaceae,Melodinus,Melodinus balansae,Melodinus balansae Baill.
9114,Apocynaceae,Melodinus,Melodinus cochinchinensis,Melodinus cochinchinensis (Lour.) Merr.
9195,Apocynaceae,Melodinus,Melodinus fusiformis,Melodinus fusiformis Champ. ex Benth.
9245,Apocynaceae,Melodinus,Melodinus orientalis,Melodinus orientalis Blume
9246,Apocynaceae,Melodinus,Melodinus philliraeoides,Melodinus philliraeoides Labill.
9266,Apocynaceae,Melodinus,Melodinus reticulatus,Melodinus reticulatus Boiteau
9277,Apocynaceae,Melodinus,Melodinus scandens,Melodinus scandens J.R.Forst. & G.Forst.
9293,Apocynaceae,Melodinus,Melodinus tenuicaudatus,Melodinus tenuicaudatus Tsiang & P.T.Li
9311,Gentianaceae,Metagentiana,Metagentiana rhodantha,Metagentiana rhodantha (Franch.) T.N.Ho & S.W.Liu
9342,Rubiaceae,Mexotis,Mexotis latifolia,Mexotis latifolia (M.Martens & Galeotti) Terrell & H.Rob.
9344,Apocynaceae,Microplumeria,Microplumeria anomala,Microplumeria anomala (Müll.Arg.) Markgr.
9347,Rubiaceae,Mitchella,Mitchella repens,Mitchella repens L.
9354,Rubiaceae,Mitchella,Mitchella undulata,Mitchella undulata Siebold & Zucc.
9355,Rubiaceae,Mitracarpus,Mitracarpus hirtus,Mitracarpus hirtus (L.) DC.
9383,Rubiaceae,Mitragyna,Mitragyna ciliata,Mitragyna ciliata Aubrév. & Pellegr.
9384,Rubiaceae,Mitragyna,Mitragyna diversifolia,Mitragyna diversifolia (Wall. ex G.Don) Havil.
9393,Rubiaceae,Mitragyna,Mitragyna hirsuta,Mitragyna hirsuta Havil.
9412,Rubiaceae,Mitragyna,Mitragyna inermis,Mitragyna inermis (Willd.) Kuntze
9440,Rubiaceae,Mitragyna,Mitragyna parvifolia,Mitragyna parvifolia (Roxb.) Korth.
9451,Rubiaceae,Mitragyna,Mitragyna rotundifolia,Mitragyna rotundifolia (Roxb.) Kuntze
9467,Rubiaceae,Mitragyna,Mitragyna rubrostipulata,Mitragyna rubrostipulata (K.Schum.) Havil.
9472,Rubiaceae,Mitragyna,Mitragyna speciosa,Mitragyna speciosa Korth.
9518,Rubiaceae,Mitragyna,Mitragyna stipulosa,Mitragyna stipulosa (DC.) Kuntze
9535,Rubiaceae,Mitragyna,Mitragyna tubulosa,Mitragyna tubulosa (Arn.) K.Schum.
9539,Apocynaceae,Mondia,Mondia whitei,Mondia whitei (Hook.f.) Skeels
9550,Rubiaceae,Morinda,Morinda angustifolia,Morinda angustifolia Roxb.
9558,Rubiaceae,Morinda,Morinda citrifolia,Morinda citrifolia L.
9746,Rubiaceae,Morinda,Morinda coreia,Morinda coreia Buch.-Ham.
9764,Rubiaceae,Morinda,Morinda elliptica,Morinda elliptica (Hook.f.) Ridl.
9780,Rubiaceae,Morinda,Morinda longiflora,Morinda longiflora G.Don
9783,Rubiaceae,Morinda,Morinda lucida,Morinda lucida Benth.
9807,Rubiaceae,Morinda,Morinda morindoides,Morinda morindoides (Baker) Milne-Redh.
9837,Rubiaceae,Morinda,Morinda persicifolia,Morinda persicifolia Buch.-Ham.
9845,Rubiaceae,Morinda,Morinda tomentosa,Morinda tomentosa B.Heyne ex Roth
9848,Gelsemiaceae,Mostuea,Mostuea brunonis,Mostuea brunonis Didr.
9863,Rubiaceae,Mussaenda,Mussaenda hirsutissima,Mussaenda hirsutissima (Hook.f.) Hutch. ex Gamble
9870,Rubiaceae,Mussaenda,Mussaenda macrophylla,Mussaenda macrophylla Wall.
9881,Rubiaceae,Mussaenda,Mussaenda parviflora,Mussaenda parviflora Miq.
9885,Rubiaceae,Mussaenda,Mussaenda pubescens,Mussaenda pubescens Dryand.
9912,Rubiaceae,Mussaenda,Mussaenda shikokiana,Mussaenda shikokiana Makino
9916,Rubiaceae,Mycetia,Mycetia nutans,Mycetia nutans (R.Br. ex Kurz) Razafim. & B.Bremer
9923,Rubiaceae,Nauclea,Nauclea diderrichii,Nauclea diderrichii (De Wild.) Merr.
9952,Rubiaceae,Nauclea,Nauclea latifolia,Nauclea latifolia Sm.
9964,Rubiaceae,Nauclea,Nauclea officinalis,Nauclea officinalis (Pierre ex Pit.) Merr. & Chun
9981,Rubiaceae,Nauclea,Nauclea orientalis,Nauclea orientalis (L.) L.
10007,Rubiaceae,Nauclea,Nauclea parva,Nauclea parva (Havil.) Merr.
10008,Rubiaceae,Nauclea,Nauclea pobeguinii,Nauclea pobeguinii (Hua ex Pobég.) Merr.
10016,Rubiaceae,Neolamarckia,Neolamarckia cadamba,Neolamarckia cadamba (Roxb.) Bosser
10032,Rubiaceae,Neonauclea,Neonauclea calycina,Neonauclea calycina (Bartl. ex DC.) Merr.
10040,Rubiaceae,Neonauclea,Neonauclea media,Neonauclea media (Havil.) Merr.
10067,Rubiaceae,Neonauclea,Neonauclea purpurea,Neonauclea purpurea (Roxb.) Merr.
10082,Rubiaceae,Neonauclea,Neonauclea sessilifolia,Neonauclea sessilifolia (Roxb.) Merr.
10116,Apocynaceae,Nerium,Nerium oleander,Nerium oleander L.
10229,Rubiaceae,Nernstia,Nernstia mexicana,Nernstia mexicana (Zucc. & Mart. ex DC.) Urb.
10236,Rubiaceae,Notopleura,Notopleura camponutans,Notopleura camponutans (Dwyer & M.V.Hayden) C.M.Taylor
10238,Apocynaceae,Ochrosia,Ochrosia acuminata,Ochrosia acuminata Trimen ex Valeton
10248,Apocynaceae,Ochrosia,Ochrosia alyxioides,Ochrosia alyxioides Guillaumin
10256,Apocynaceae,Ochrosia,Ochrosia balansae,Ochrosia balansae (Guillaumin) Baill. ex Guillaumin
10259,Apocynaceae,Ochrosia,Ochrosia borbonica,Ochrosia borbonica J.F.Gmel.
10262,Apocynaceae,Ochrosia,Ochrosia coccinea,Ochrosia coccinea (Teijsm. & Binn.) Miq.
10264,Apocynaceae,Ochrosia,Ochrosia compta,Ochrosia compta K.Schum.
10267,Apocynaceae,Ochrosia,Ochrosia elliptica,Ochrosia elliptica Labill.
10286,Apocynaceae,Ochrosia,Ochrosia glomerata,Ochrosia glomerata (Blume) F.Muell.
10292,Apocynaceae,Ochrosia,Ochrosia kilneri,Ochrosia kilneri F.Muell.
10297,Apocynaceae,Ochrosia,Ochrosia lifuana,Ochrosia lifuana Guillaumin
10302,Apocynaceae,Ochrosia,Ochrosia miana,Ochrosia miana Baill. ex Guillaumin
10304,Apocynaceae,Ochrosia,Ochrosia moorei,Ochrosia moorei (F.Muell.) Benth.
10326,Apocynaceae,Ochrosia,Ochrosia mulsantii,Ochrosia mulsantii Montrouz.
10328,Apocynaceae,Ochrosia,Ochrosia oppositifolia,Ochrosia oppositifolia (Lam.) K.Schum.
10332,Apocynaceae,Ochrosia,Ochrosia poweri,Ochrosia poweri F.M.Bailey
10337,Apocynaceae,Ochrosia,Ochrosia silvatica,Ochrosia silvatica Däniker
10340,Apocynaceae,Ochrosia,Ochrosia vitiensis,Ochrosia vitiensis (Markgr.) Pichon
10345,Apocynaceae,Odontadenia,Odontadenia semidigyna,Odontadenia semidigyna (P.J.Bergius) J.F.Morales
10347,Rubiaceae,Oldenlandia,Oldenlandia corymbosa,Oldenlandia corymbosa L.
10368,Rubiaceae,Oldenlandia,Oldenlandia herbacea,Oldenlandia herbacea (L.) Roxb.
10394,Rubiaceae,Oldenlandia,Oldenlandia lactea,Oldenlandia lactea (Willd.) DC.
10395,Rubiaceae,Oldenlandia,Oldenlandia umbellata,Oldenlandia umbellata L.
10400,Apocynaceae,Oncinotis,Oncinotis tenuiloba,Oncinotis tenuiloba Stapf
10405,Rubiaceae,Ophiorrhiza,Ophiorrhiza acuminata,Ophiorrhiza acuminata DC.
10408,Rubiaceae,Ophiorrhiza,Ophiorrhiza blumeana,Ophiorrhiza blumeana Korth.
10413,Rubiaceae,Ophiorrhiza,Ophiorrhiza bracteata,Ophiorrhiza bracteata Korth.
10415,Rubiaceae,Ophiorrhiza,Ophiorrhiza discolor,Ophiorrhiza discolor R.Br. ex G.Don
10417,Rubiaceae,Ophiorrhiza,Ophiorrhiza ferruginea,Ophiorrhiza ferruginea Valeton
10420,Rubiaceae,Ophiorrhiza,Ophiorrhiza filistipula,Ophiorrhiza filistipula Miq.
10425,Rubiaceae,Ophiorrhiza,Ophiorrhiza hayatana,Ophiorrhiza hayatana Ohwi
10432,Rubiaceae,Ophiorrhiza,Ophiorrhiza japonica,Ophiorrhiza japonica Blume
10439,Rubiaceae,Ophiorrhiza,Ophiorrhiza kunstleri,Ophiorrhiza kunstleri King
10442,Rubiaceae,Ophiorrhiza,Ophiorrhiza kuroiwae,Ophiorrhiza kuroiwae Makino
10478,Rubiaceae,Ophiorrhiza,Ophiorrhiza longiflora,Ophiorrhiza longiflora Blume
10479,Rubiaceae,Ophiorrhiza,Ophiorrhiza marginata,Ophiorrhiza marginata Blume
10480,Rubiaceae,Ophiorrhiza,Ophiorrhiza mungos,Ophiorrhiza mungos L.
10484,Rubiaceae,Ophiorrhiza,Ophiorrhiza nutans,Ophiorrhiza nutans C.B.Clarke
10485,Rubiaceae,Ophiorrhiza,Ophiorrhiza pectinata,Ophiorrhiza pectinata Arn.
10486,Rubiaceae,Ophiorrhiza,Ophiorrhiza pumila,Ophiorrhiza pumila Champ. ex Benth.
10524,Rubiaceae,Ophiorrhiza,Ophiorrhiza rosacea,Ophiorrhiza rosacea Ridl.
10525,Rubiaceae,Ophiorrhiza,Ophiorrhiza rosea,Ophiorrhiza rosea Hook.f.
10526,Rubiaceae,Ophiorrhiza,Ophiorrhiza rugosa,Ophiorrhiza rugosa Wall.
10528,Rubiaceae,Ophiorrhiza,Ophiorrhiza shendurunii,"Ophiorrhiza shendurunii A.E.S.Khan, E.S.S.Kumar & Pushp."
10529,Apocynaceae,Orbea,Orbea variegata,Orbea variegata (L.) Haw.
10553,Gentianaceae,Orphium,Orphium frutescens,Orphium frutescens (L.) E.Mey.
10558,Apocynaceae,Orthanthera,Orthanthera viminea,Orthanthera viminea Wight
10561,Apocynaceae,Orthosia,Orthosia guilleminiana,Orthosia guilleminiana (Decne.) Liede & Meve
10603,Rubiaceae,Oxyanthus,Oxyanthus pallidus,Oxyanthus pallidus Hiern
10605,Rubiaceae,Oxyanthus,Oxyanthus pyriformis,Oxyanthus pyriformis (Hochst.) Skeels
10608,Rubiaceae,Oxyanthus,Oxyanthus speciosus,Oxyanthus speciosus DC.
10611,Rubiaceae,Oxyceros,Oxyceros horridus,Oxyceros horridus Lour.
10617,Apocynaceae,Oxystelma,Oxystelma esculentum,Oxystelma esculentum (L.f.) Sm.
10624,Rubiaceae,Paederia,Paederia foetida,Paederia foetida L.
10655,Rubiaceae,Palicourea,Palicourea acuminata,Palicourea acuminata (Benth.) Borhidi
10661,Rubiaceae,Palicourea,Palicourea adusta,Palicourea adusta Standl.
10664,Rubiaceae,Palicourea,Palicourea alpina,Palicourea alpina (Sw.) DC.
10667,Rubiaceae,Palicourea,Palicourea colorata,Palicourea colorata (Hoffmanns. ex Willd.) Delprete & J.H.Kirkbr.
10677,Rubiaceae,Palicourea,Palicourea coriacea,Palicourea coriacea (Cham.) K.Schum.
10687,Rubiaceae,Palicourea,Palicourea correae,Palicourea correae (Dwyer & M.V.Hayden) Borhidi
10701,Rubiaceae,Palicourea,Palicourea crocea,Palicourea crocea (Sw.) Schult.
10703,Rubiaceae,Palicourea,Palicourea croceoides,Palicourea croceoides Ham.
10704,Rubiaceae,Palicourea,Palicourea cyanococca,Palicourea cyanococca (Seem. ex Dombrain) Borhidi
10707,Rubiaceae,Palicourea,Palicourea dichroa,Palicourea dichroa (Standl.) Borhidi
10713,Rubiaceae,Palicourea,Palicourea elata,Palicourea elata (Sw.) Borhidi
10714,Rubiaceae,Palicourea,Palicourea glomerulata,Palicourea glomerulata (Donn.Sm.) Borhidi
10717,Rubiaceae,Palicourea,Palicourea hoffmannseggiana,Palicourea hoffmannseggiana (Willd. ex Schult.) Borhidi
10720,Rubiaceae,Palicourea,Palicourea lasiantha,Palicourea lasiantha K.Krause
10734,Rubiaceae,Palicourea,Palicourea marcgravii,Palicourea marcgravii A.St.-Hil.
10736,Rubiaceae,Palicourea,Palicourea muscosa,Palicourea muscosa (Jacq.) Delprete & J.H.Kirkbr.
10739,Rubiaceae,Palicourea,Palicourea padifolia,Palicourea padifolia (Willd. ex Schult.) C.M.Taylor & Lorence
10741,Rubiaceae,Palicourea,Palicourea prunifolia,Palicourea prunifolia (Kunth) Borhidi
10742,Rubiaceae,Palicourea,Palicourea rigida,Palicourea rigida Kunth
10743,Rubiaceae,Palicourea,Palicourea semirasa,Palicourea semirasa Standl.
10745,Rubiaceae,Palicourea,Palicourea sessilis,Palicourea sessilis (Vell.) C.M.Taylor
10746,Rubiaceae,Palicourea,Palicourea suerrensis,Palicourea suerrensis (Donn.Sm.) Borhidi
10747,Rubiaceae,Palicourea,Palicourea tsakiana,Palicourea tsakiana (C.M.Taylor) C.M.Taylor
10750,Rubiaceae,Palicourea,Palicourea winkleri,Palicourea winkleri Borhidi
10753,Apocynaceae,Parahancornia,Parahancornia amara,Parahancornia amara (Markgr.) Monach.
10759,Apocynaceae,Parahancornia,Parahancornia fasciculata,Parahancornia fasciculata (Poir.) Benoist
10766,Apocynaceae,Parepigynum,Parepigynum funingense,Parepigynum funingense Tsiang & P.T.Li
10782,Apocynaceae,Parsonsia,Parsonsia alboflavescens,Parsonsia alboflavescens (Dennst.) Mabb.
10804,Apocynaceae,Parsonsia,Parsonsia eucalyptophylla,Parsonsia eucalyptophylla F.Muell.
10805,Apocynaceae,Parsonsia,Parsonsia heterophylla,Parsonsia heterophylla A.Cunn.
10806,Apocynaceae,Parsonsia,Parsonsia straminea,Parsonsia straminea (R.Br.) F.Muell.
10807,Rubiaceae,Pauridiantha,Pauridiantha liebrechtsiana,Pauridiantha liebrechtsiana (De Wild. & T.Durand) Ntore & Dessein
10809,Rubiaceae,Pauridiantha,Pauridiantha paucinervis,Pauridiantha paucinervis (Hiern) Bremek.
10812,Rubiaceae,Pavetta,Pavetta indica,Pavetta indica L.
10819,Rubiaceae,Pavetta,Pavetta owariensis,Pavetta owariensis P.Beauv.
10834,Rubiaceae,Pentagonia,Pentagonia gigantifolia,Pentagonia gigantifolia Ducke
10836,Apocynaceae,Pentalinon,Pentalinon andrieuxii,Pentalinon andrieuxii (Müll.Arg.) B.F.Hansen & Wunderlin
10838,Apocynaceae,Pentalinon,Pentalinon luteum,Pentalinon luteum (L.) B.F.Hansen & Wunderlin
10841,Rubiaceae,Pentanisia,Pentanisia prunelloides,Pentanisia prunelloides (Klotzsch) Walp.
10843,Rubiaceae,Pentas,Pentas lanceolata,Pentas lanceolata (Forssk.) Deflers
10851,Rubiaceae,Pentas,Pentas micrantha,Pentas micrantha Baker
10853,Rubiaceae,Pentas,Pentas suswaensis,Pentas suswaensis Verdc.
10858,Apocynaceae,Pergularia,Pergularia daemia,Pergularia daemia (Forssk.) Chiov.
10863,Apocynaceae,Pergularia,Pergularia tomentosa,Pergularia tomentosa L.
10887,Apocynaceae,Periploca,Periploca aphylla,Periploca aphylla Decne.
10895,Apocynaceae,Periploca,Periploca calophylla,Periploca calophylla (Wight) Falc.
10899,Apocynaceae,Periploca,Periploca forrestii,Periploca forrestii Schltr.
10927,Apocynaceae,Periploca,Periploca graeca,Periploca graeca L.
10946,Apocynaceae,Periploca,Periploca laevigata,Periploca laevigata Aiton
10960,Apocynaceae,Periploca,Periploca sepium,Periploca sepium Bunge
11038,Apocynaceae,Petchia,Petchia ceylanica,Petchia ceylanica (Wight) Livera
11051,Apocynaceae,Petchia,Petchia erythrocarpa,Petchia erythrocarpa (Vatke) Leeuwenb.
11058,Apocynaceae,Petchia,Petchia madagascariensis,Petchia madagascariensis (A.DC.) Leeuwenb.
11064,Apocynaceae,Picralima,Picralima nitida,Picralima nitida (Stapf) T.Durand & H.Durand
11080,Apocynaceae,Pleiocarpa,Pleiocarpa mutica,Pleiocarpa mutica Benth.
11092,Apocynaceae,Pleiocarpa,Pleiocarpa pycnantha,Pleiocarpa pycnantha (K.Schum.) Stapf
11104,Rubiaceae,Plocama,Plocama calabrica,Plocama calabrica (L.f.) M.Backlund & Thulin
11126,Rubiaceae,Plocama,Plocama pendula,Plocama pendula Aiton
11152,Apocynaceae,Plumeria,Plumeria alba,Plumeria alba L.
11158,Apocynaceae,Plumeria,Plumeria obtusa,Plumeria obtusa L.
11217,Apocynaceae,Plumeria,Plumeria rubra,Plumeria rubra L.
11326,Rubiaceae,Pogonopus,Pogonopus speciosus,Pogonopus speciosus (Jacq.) K.Schum.
11332,Rubiaceae,Pogonopus,Pogonopus tubulosus,Pogonopus tubulosus (A.Rich. ex DC.) K.Schum.
11337,Rubiaceae,Posoqueria,Posoqueria latifolia,Posoqueria latifolia (Rudge) Schult.
11339,Rubiaceae,Prismatomeris,Prismatomeris fragrans,Prismatomeris fragrans E.T.Geddes
11344,Rubiaceae,Prismatomeris,Prismatomeris sessiliflora,Prismatomeris sessiliflora Pierre ex Pit.
11346,Rubiaceae,Prismatomeris,Prismatomeris tetrandra,Prismatomeris tetrandra (Roxb.) K.Schum.
11357,Rubiaceae,Psychotria,Psychotria adenophylla,Psychotria adenophylla Wall.
11361,Rubiaceae,Psychotria,Psychotria asiatica,Psychotria asiatica L.
11364,Rubiaceae,Psychotria,Psychotria bahiensis,Psychotria bahiensis DC.
11371,Rubiaceae,Psychotria,Psychotria brachyceras,Psychotria brachyceras Müll.Arg.
11373,Rubiaceae,Psychotria,Psychotria calocarpa,Psychotria calocarpa Kurz
11374,Rubiaceae,Psychotria,Psychotria horizontalis,Psychotria horizontalis Sw.
11375,Rubiaceae,Psychotria,Psychotria leiocarpa,Psychotria leiocarpa Cham. & Schltdl.
11376,Rubiaceae,Psychotria,Psychotria malayana,Psychotria malayana Jack
11378,Rubiaceae,Psychotria,Psychotria manillensis,Psychotria manillensis Bartl. ex DC.
11379,Rubiaceae,Psychotria,Psychotria milnei,Psychotria milnei (A.Gray) K.Schum.
11387,Rubiaceae,Psychotria,Psychotria nervosa,Psychotria nervosa Sw.
11388,Rubiaceae,Psychotria,Psychotria punctata,Psychotria punctata Vatke
11389,Rubiaceae,Psychotria,Psychotria serpens,Psychotria serpens L.
11393,Rubiaceae,Psychotria,Psychotria suterella,Psychotria suterella Müll.Arg.
11396,Rubiaceae,Psychotria,Psychotria viridis,Psychotria viridis Ruiz & Pav.
11402,Rubiaceae,Psydrax,Psydrax dicoccos,Psydrax dicoccos Gaertn.
11404,Rubiaceae,Psydrax,Psydrax lividus,Psydrax lividus (Hiern) Bridson
11408,Rubiaceae,Psydrax,Psydrax schimperianus,Psydrax schimperianus (A.Rich.) Bridson
11411,Rubiaceae,Psydrax,Psydrax splendens,Psydrax splendens (K.Schum.) Bridson
11412,Rubiaceae,Psydrax,Psydrax subcordatus,Psydrax subcordatus (DC.) Bridson
11419,Apocynaceae,Rauvolfia,Rauvolfia bahiensis,Rauvolfia bahiensis A.DC.
11434,Apocynaceae,Rauvolfia,Rauvolfia balansae,Rauvolfia balansae (Baill.) Boiteau
11442,Apocynaceae,Rauvolfia,Rauvolfia biauriculata,Rauvolfia biauriculata Müll.Arg.
11450,Apocynaceae,Rauvolfia,Rauvolfia caffra,Rauvolfia caffra Sond.
11486,Apocynaceae,Rauvolfia,Rauvolfia cambodiana,Rauvolfia cambodiana Pierre ex Pit.
11492,Apocynaceae,Rauvolfia,Rauvolfia cubana,Rauvolfia cubana A.DC.
11498,Apocynaceae,Rauvolfia,Rauvolfia grandiflora,Rauvolfia grandiflora Mart. ex A.DC.
11505,Apocynaceae,Rauvolfia,Rauvolfia hookeri,Rauvolfia hookeri S.R.Sriniv. & Chithra
11506,Apocynaceae,Rauvolfia,Rauvolfia ligustrina,Rauvolfia ligustrina Roem. & Schult.
11508,Apocynaceae,Rauvolfia,Rauvolfia linearifolia,Rauvolfia linearifolia Britton & P.Wilson
11510,Apocynaceae,Rauvolfia,Rauvolfia littoralis,Rauvolfia littoralis Rusby
11518,Apocynaceae,Rauvolfia,Rauvolfia mannii,Rauvolfia mannii Stapf
11549,Apocynaceae,Rauvolfia,Rauvolfia mattfeldiana,Rauvolfia mattfeldiana Markgr.
11553,Apocynaceae,Rauvolfia,Rauvolfia media,Rauvolfia media Pichon
11558,Apocynaceae,Rauvolfia,Rauvolfia mombasiana,Rauvolfia mombasiana Stapf
11568,Apocynaceae,Rauvolfia,Rauvolfia nitida,Rauvolfia nitida Jacq.
11576,Apocynaceae,Rauvolfia,Rauvolfia obscura,Rauvolfia obscura K.Schum.
11578,Apocynaceae,Rauvolfia,Rauvolfia salicifolia,Rauvolfia salicifolia Griseb.
11587,Apocynaceae,Rauvolfia,Rauvolfia sandwicensis,Rauvolfia sandwicensis A.DC.
11592,Apocynaceae,Rauvolfia,Rauvolfia schuelii,Rauvolfia schuelii Speg.
11593,Apocynaceae,Rauvolfia,Rauvolfia sellowii,Rauvolfia sellowii Müll.Arg.
11607,Apocynaceae,Rauvolfia,Rauvolfia semperflorens,Rauvolfia semperflorens (Müll.Arg.) Schltr.
11613,Apocynaceae,Rauvolfia,Rauvolfia serpentina,Rauvolfia serpentina (L.) Benth. ex Kurz
11698,Apocynaceae,Rauvolfia,Rauvolfia sevenetii,Rauvolfia sevenetii Boiteau
11703,Apocynaceae,Rauvolfia,Rauvolfia spathulata,Rauvolfia spathulata Boiteau
11709,Apocynaceae,Rauvolfia,Rauvolfia sprucei,Rauvolfia sprucei Müll.Arg.
11715,Apocynaceae,Rauvolfia,Rauvolfia sumatrana,Rauvolfia sumatrana Jack
11729,Apocynaceae,Rauvolfia,Rauvolfia tetraphylla,Rauvolfia tetraphylla L.
11749,Apocynaceae,Rauvolfia,Rauvolfia verticillata,Rauvolfia verticillata (Lour.) Baill.
11777,Apocynaceae,Rauvolfia,Rauvolfia viridis,Rauvolfia viridis Roem. & Schult.
11779,Apocynaceae,Rauvolfia,Rauvolfia volkensii,Rauvolfia volkensii (K.Schum.) Stapf
11813,Apocynaceae,Rauvolfia,Rauvolfia vomitoria,Rauvolfia vomitoria Wennberg
11850,Rubiaceae,Rennellia,Rennellia elliptica,Rennellia elliptica Korth.
11861,Apocynaceae,Rhazya,Rhazya stricta,Rhazya stricta Decne.
11918,Rubiaceae,Rhodopentas,Rhodopentas bussei,Rhodopentas bussei (K.Krause) Kårehed & B.Bremer
11925,Rubiaceae,Rhodopentas,Rhodopentas parvifolia,Rhodopentas parvifolia (Hiern) Kårehed & B.Bremer
11927,Rubiaceae,Richardia,Richardia brasiliensis,Richardia brasiliensis Gomes
11930,Rubiaceae,Richardia,Richardia grandiflora,Richardia grandiflora (Cham. & Schltdl.) Steud.
11935,Rubiaceae,Richardia,Richardia scabra,Richardia scabra L.
11936,Rubiaceae,Ridsdalea,Ridsdalea wittii,Ridsdalea wittii (Craib) J.T.Pereira
11939,Rubiaceae,Rondeletia,Rondeletia panamensis,Rondeletia panamensis DC.
